model,split,index,task_name,reask,full_solved,full_replay_solved,first_turn_solved,archived_reason,first_turn_reason
30B,heldout_sibgrp,819,set_plate_and_fork_on_table,0,0,0,0,GOAL_UNMET,GOAL_UNMET
30B,heldout_sibgrp,820,toast_bread_and_set_plate,0,0,0,0,OVER_BUDGET,OVER_BUDGET
30B,heldout_sibgrp,825,ensure_all_fruits_on_table,0,1,1,1,SOLVED,SOLVED
30B,heldout_sibgrp,826,cut_fruit_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
30B,heldout_sibgrp,827,toast_bread_and_set_plate,0,0,0,0,OVER_BUDGET,OVER_BUDGET
30B,heldout_sibgrp,828,ensure_all_fruits_on_table,0,0,0,0,UNPARSEABLE,NO_USABLE_WORK
30B,heldout_sibgrp,830,parallel_human_dual_asset_to_plate_or_bowl,0,1,1,1,SOLVED,SOLVED
30B,heldout_sibgrp,831,parallel_human_dual_asset_to_plate_or_bowl,0,1,1,1,SOLVED,SOLVED
30B,heldout_sibgrp,837,cut_fruit_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
30B,heldout_sibgrp,838,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
30B,heldout_sibgrp,840,cut_fruit_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
30B,heldout_sibgrp,841,set_plate_and_fork_on_table,0,0,0,0,GOAL_UNMET,GOAL_UNMET
30B,heldout_sibgrp,842,toast_bread_and_set_plate,0,0,0,0,OVER_BUDGET,OVER_BUDGET
30B,heldout_sibgrp,844,cut_fruit_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
30B,heldout_sibgrp,848,parallel_human_dual_asset_to_plate_or_bowl,0,1,1,1,SOLVED,SOLVED
30B,heldout_sibgrp,849,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
30B,heldout_sibgrp,850,cut_fruit_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
30B,heldout_sibgrp,853,toast_bread_and_set_plate,0,0,0,0,OVER_BUDGET,OVER_BUDGET
30B,heldout_sibgrp,856,toast_bread_and_set_plate,0,0,0,0,OVER_BUDGET,OVER_BUDGET
30B,heldout_sibgrp,857,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
30B,heldout_sibgrp,862,parallel_human_dual_asset_to_plate_or_bowl,0,1,1,1,SOLVED,SOLVED
30B,heldout_sibgrp,863,cut_fruit_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
30B,heldout_sibgrp,864,ensure_all_fruits_on_table,0,0,0,0,GOAL_UNMET,GOAL_UNMET
30B,heldout_sibgrp,865,parallel_human_dual_asset_to_plate_or_bowl,0,1,1,1,SOLVED,SOLVED
30B,heldout_sibgrp,867,set_plate_and_fork_on_table,0,0,0,0,GOAL_UNMET,GOAL_UNMET
30B,heldout_sibgrp,869,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
30B,heldout_sibgrp,870,cut_two_fruits_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
30B,heldout_sibgrp,874,cut_fruit_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
30B,heldout_sibgrp,875,parallel_human_dual_asset_to_plate_or_bowl,0,1,1,1,SOLVED,SOLVED
30B,heldout_sibgrp,876,cut_two_fruits_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
30B,heldout_sibgrp,879,cut_fruit_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
30B,heldout_sibgrp,881,cut_fruit_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
30B,heldout_sibgrp,883,cut_fruit_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
30B,heldout_sibgrp,884,ensure_all_fruits_on_table,0,1,1,1,SOLVED,SOLVED
30B,heldout_sibgrp,886,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
30B,heldout_sibgrp,888,set_plate_and_fork_on_table,0,0,0,0,GOAL_UNMET,GOAL_UNMET
30B,heldout_sibgrp,890,cut_fruit_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
30B,heldout_sibgrp,891,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
30B,heldout_sibgrp,895,set_plate_and_fork_on_table,0,0,0,0,GOAL_UNMET,GOAL_UNMET
30B,heldout_sibgrp,897,set_plate_and_fork_on_table,0,0,0,0,GOAL_UNMET,GOAL_UNMET
30B,heldout_sibgrp,901,cut_fruit_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
30B,heldout_sibgrp,903,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
30B,heldout_sibgrp,904,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
30B,heldout_sibgrp,905,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
30B,heldout_sibgrp,908,toast_bread_and_set_plate,0,0,0,0,OVER_BUDGET,OVER_BUDGET
30B,heldout_sibgrp,910,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
30B,heldout_sibgrp,912,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
30B,heldout_sibgrp,913,parallel_human_dual_asset_to_plate_or_bowl,0,1,1,1,SOLVED,SOLVED
30B,heldout_sibgrp,915,parallel_human_dual_asset_to_plate_or_bowl,0,1,1,1,SOLVED,SOLVED
30B,heldout_sibgrp,918,cut_fruit_on_board,0,0,0,0,OVER_BUDGET,OVER_BUDGET
30B,heldout_sibgrp,923,set_plate_and_fork_on_table,0,0,0,0,GOAL_UNMET,GOAL_UNMET
30B,heldout_sibgrp,927,parallel_human_dual_asset_to_plate_or_bowl,0,1,1,1,SOLVED,SOLVED
30B,heldout_sibgrp,932,dog_push_box_for_two_panda_transport,1,0,0,0,infeasible_assignment,infeasible_assignment
30B,heldout_sibgrp,941,toast_bread_and_set_plate,0,0,0,0,OVER_BUDGET,OVER_BUDGET
30B,heldout_sibgrp,942,set_plate_and_fork_on_table,0,0,0,0,GOAL_UNMET,GOAL_UNMET
30B,heldout_sibgrp,943,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
30B,heldout_sibgrp,947,cut_two_fruits_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
30B,heldout_sibgrp,949,cut_fruit_on_board,0,0,0,0,OVER_BUDGET,OVER_BUDGET
30B,heldout_sibgrp,950,parallel_human_dual_asset_to_plate_or_bowl,0,1,1,1,SOLVED,SOLVED
30B,heldout_sibgrp,952,cut_two_fruits_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
30B,heldout_sibgrp,956,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
30B,heldout_sibgrp,957,cut_fruit_on_board,0,0,0,0,OVER_BUDGET,OVER_BUDGET
30B,heldout_sibgrp,959,parallel_human_dual_asset_to_plate_or_bowl,0,1,1,1,SOLVED,SOLVED
30B,heldout_sibgrp,960,cut_two_fruits_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
30B,heldout_sibgrp,962,toast_bread_and_set_plate,0,0,0,0,OVER_BUDGET,OVER_BUDGET
30B,heldout_sibgrp,963,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
30B,heldout_sibgrp,964,cut_two_fruits_on_board,0,1,1,1,SOLVED,SOLVED
30B,heldout_sibgrp,965,ensure_all_fruits_on_table,0,1,1,1,SOLVED,SOLVED
30B,heldout_sibgrp,966,set_plate_and_fork_on_table,0,0,0,0,GOAL_UNMET,GOAL_UNMET
30B,heldout_sibgrp,967,cut_two_fruits_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
30B,heldout_sibgrp,968,cut_fruit_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
30B,heldout_sibgrp,970,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
30B,heldout_sibgrp,971,cut_fruit_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
30B,heldout_sibgrp,972,set_plate_and_fork_on_table,0,0,0,0,GOAL_UNMET,GOAL_UNMET
30B,heldout_sibgrp,973,cut_fruit_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
30B,heldout_sibgrp,974,parallel_human_dual_asset_to_plate_or_bowl,0,1,1,1,SOLVED,SOLVED
30B,heldout_sibgrp,975,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
30B,heldout_sibgrp,976,cut_two_fruits_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
30B,heldout_sibgrp,977,cut_fruit_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
30B,heldout_sibgrp,979,cut_fruit_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
30B,heldout_sibgrp,980,cut_fruit_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
30B,heldout_sibgrp,981,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
30B,heldout_sibgrp,982,ensure_all_fruits_on_table,0,1,1,1,SOLVED,SOLVED
30B,heldout_sibgrp,984,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
30B,heldout_sibgrp,985,ensure_all_fruits_on_table,0,0,0,0,GOAL_UNMET,GOAL_UNMET
30B,heldout_sibgrp,987,set_plate_and_fork_on_table,0,0,0,0,GOAL_UNMET,GOAL_UNMET
30B,heldout_sibgrp,991,dog_push_box_for_two_panda_transport,1,0,0,0,infeasible_assignment,infeasible_assignment
30B,heldout_sibgrp,993,dog_push_box_for_two_panda_transport,1,0,0,0,infeasible_assignment,infeasible_assignment
30B,heldout_sibgrp,995,parallel_human_dual_asset_to_plate_or_bowl,0,1,1,1,SOLVED,SOLVED
30B,heldout_sibgrp,996,ensure_all_fruits_on_table,0,1,1,1,SOLVED,SOLVED
30B,heldout_sibgrp,997,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
30B,heldout_sibgrp,999,cut_two_fruits_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
30B,heldout_sibgrp,1000,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
30B,heldout_sibgrp,1002,ensure_all_fruits_on_table,0,0,0,0,GOAL_UNMET,GOAL_UNMET
30B,heldout_sibgrp,1005,toast_bread_and_set_plate,0,0,0,0,OVER_BUDGET,OVER_BUDGET
30B,heldout_sibgrp,1010,ensure_all_fruits_on_table,0,1,1,1,SOLVED,SOLVED
30B,heldout_sibgrp,1013,toast_bread_and_set_plate,0,0,0,0,OVER_BUDGET,OVER_BUDGET
30B,heldout_sibgrp,1014,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
30B,heldout_sibgrp,1019,toast_bread_and_set_plate,0,0,0,0,OVER_BUDGET,OVER_BUDGET
30B,heldout_sibgrp,1020,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
30B,heldout_sibgrp,1021,set_plate_and_fork_on_table,0,0,0,0,GOAL_UNMET,GOAL_UNMET
30B,heldout_sibgrp,1026,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
30B,heldout_sibgrp,1027,cut_two_fruits_on_board,0,0,0,0,OVER_BUDGET,OVER_BUDGET
30B,heldout_sibgrp,1029,cut_two_fruits_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
30B,heldout_sibgrp,1030,set_plate_and_fork_on_table,0,0,0,0,GOAL_UNMET,GOAL_UNMET
30B,heldout_sibgrp,1032,ensure_all_fruits_on_table,0,1,1,1,SOLVED,SOLVED
30B,heldout_sibgrp,1034,toast_bread_and_set_plate,0,0,0,0,OVER_BUDGET,OVER_BUDGET
30B,heldout_sibgrp,1037,set_plate_and_fork_on_table,0,0,0,0,GOAL_UNMET,GOAL_UNMET
30B,heldout_sibgrp,1039,cut_fruit_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
30B,heldout_sibgrp,1040,toast_bread_and_set_plate,0,0,0,0,OVER_BUDGET,OVER_BUDGET
30B,heldout_sibgrp,1042,cut_two_fruits_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
30B,heldout_sibgrp,1043,cut_fruit_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
30B,heldout_sibgrp,1044,set_plate_and_fork_on_table,0,0,0,0,GOAL_UNMET,GOAL_UNMET
30B,heldout_sibgrp,1045,cut_two_fruits_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
30B,heldout_sibgrp,1048,toast_bread_and_set_plate,0,0,0,0,OVER_BUDGET,OVER_BUDGET
30B,heldout_sibgrp,1050,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
30B,heldout_sibgrp,1051,cut_fruit_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
30B,heldout_sibgrp,1053,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
30B,heldout_sibgrp,1054,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
30B,heldout_sibgrp,1058,cut_fruit_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
30B,heldout_sibgrp,1060,ensure_all_fruits_on_table,0,1,1,1,SOLVED,SOLVED
30B,heldout_sibgrp,1061,parallel_human_dual_asset_to_plate_or_bowl,0,1,1,1,SOLVED,SOLVED
30B,heldout_sibgrp,1063,cut_fruit_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
30B,heldout_sibgrp,1064,dog_push_box_for_two_panda_transport,1,0,0,0,infeasible_assignment,infeasible_assignment
30B,heldout_sibgrp,1066,toast_bread_and_set_plate,0,0,0,0,OVER_BUDGET,OVER_BUDGET
30B,heldout_sibgrp,1067,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
30B,heldout_sibgrp,1068,parallel_human_dual_asset_to_plate_or_bowl,0,1,1,1,SOLVED,SOLVED
30B,heldout_sibgrp,1070,parallel_human_dual_asset_to_plate_or_bowl,0,1,1,1,SOLVED,SOLVED
30B,heldout_sibgrp,1072,dog_push_box_for_two_panda_transport,1,0,0,0,infeasible_assignment,infeasible_assignment
30B,heldout_sibgrp,1075,cut_fruit_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
30B,heldout_sibgrp,1076,ensure_all_fruits_on_table,0,1,1,1,SOLVED,SOLVED
30B,heldout_sibgrp,1079,cut_fruit_on_board,0,0,0,0,OVER_BUDGET,OVER_BUDGET
30B,heldout_sibgrp,1080,toast_bread_and_set_plate,0,0,0,0,OVER_BUDGET,OVER_BUDGET
30B,heldout_sibgrp,1081,ensure_all_fruits_on_table,0,1,1,1,SOLVED,SOLVED
30B,heldout_sibgrp,1082,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
30B,heldout_sibgrp,1085,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
30B,heldout_sibgrp,1096,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
30B,heldout_sibgrp,1098,set_plate_and_fork_on_table,0,0,0,0,GOAL_UNMET,GOAL_UNMET
30B,heldout_sibgrp,1103,dog_push_box_for_two_panda_transport,1,0,0,0,infeasible_assignment,infeasible_assignment
30B,heldout_sibgrp,1104,cut_fruit_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
30B,heldout_sibgrp,1105,cut_two_fruits_on_board,0,0,0,0,OVER_BUDGET,OVER_BUDGET
30B,heldout_sibgrp,1106,cut_fruit_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
30B,heldout_sibgrp,1107,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
30B,heldout_sibgrp,1108,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
30B,heldout_sibgrp,1109,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
30B,heldout_sibgrp,1110,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
30B,heldout_sibgrp,1113,ensure_all_fruits_on_table,0,1,1,1,SOLVED,SOLVED
30B,heldout_sibgrp,1114,cut_two_fruits_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
30B,heldout_sibgrp,1117,dog_push_box_for_two_panda_transport,1,0,0,0,infeasible_assignment,infeasible_assignment
30B,heldout_sibgrp,1122,ensure_all_fruits_on_table,0,1,1,1,SOLVED,SOLVED
30B,heldout_sibgrp,1124,set_plate_and_fork_on_table,0,0,0,0,GOAL_UNMET,GOAL_UNMET
30B,heldout_sibgrp,1125,ensure_all_fruits_on_table,0,1,1,1,SOLVED,SOLVED
30B,heldout_sibgrp,1126,cut_two_fruits_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
30B,heldout_sibgrp,1127,cut_two_fruits_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
30B,heldout_sibgrp,1128,toast_bread_and_set_plate,0,0,0,0,OVER_BUDGET,OVER_BUDGET
30B,heldout_sibgrp,1130,toast_bread_and_set_plate,0,0,0,0,OVER_BUDGET,OVER_BUDGET
30B,heldout_sibgrp,1134,toast_bread_and_set_plate,0,0,0,0,OVER_BUDGET,OVER_BUDGET
30B,heldout_sibgrp,1135,cut_fruit_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
30B,heldout_sibgrp,1136,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
30B,heldout_sibgrp,1138,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
30B,heldout_sibgrp,1143,toast_bread_and_set_plate,0,0,0,0,OVER_BUDGET,OVER_BUDGET
30B,heldout_sibgrp,1146,parallel_human_dual_asset_to_plate_or_bowl,0,1,1,1,SOLVED,SOLVED
30B,heldout_sibgrp,1149,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
30B,heldout_sibgrp,1152,cut_two_fruits_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
30B,heldout_sibgrp,1153,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
30B,heldout_sibgrp,1155,cut_two_fruits_on_board,0,0,0,0,OVER_BUDGET,OVER_BUDGET
30B,heldout_sibgrp,1156,parallel_human_dual_asset_to_plate_or_bowl,0,1,1,1,SOLVED,SOLVED
30B,heldout_sibgrp,1157,dog_push_box_for_two_panda_transport,1,0,0,0,infeasible_assignment,infeasible_assignment
30B,heldout_sibgrp,1158,cut_fruit_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
30B,heldout_sibgrp,1159,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
30B,heldout_sibgrp,1162,parallel_human_dual_asset_to_plate_or_bowl,0,1,1,1,SOLVED,SOLVED
30B,heldout_sibgrp,1163,cut_fruit_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
30B,heldout_sibgrp,1164,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
30B,heldout_sibgrp,1165,ensure_all_fruits_on_table,0,1,1,1,SOLVED,SOLVED
30B,heldout_sibgrp,1167,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
30B,heldout_sibgrp,1173,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
30B,heldout_sibgrp,1174,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
30B,heldout_sibgrp,1176,toast_bread_and_set_plate,0,0,0,0,OVER_BUDGET,OVER_BUDGET
30B,heldout_sibgrp,1180,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
30B,heldout_sibgrp,1181,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
30B,heldout_sibgrp,1185,cut_fruit_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
30B,heldout_sibgrp,1187,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
30B,heldout_sibgrp,1189,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
30B,heldout_sibgrp,1190,cut_fruit_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
30B,heldout_sibgrp,1192,cut_two_fruits_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
30B,heldout_sibgrp,1193,cut_two_fruits_on_board,0,0,0,0,OVER_BUDGET,OVER_BUDGET
30B,heldout_sibgrp,1195,set_plate_and_fork_on_table,0,0,0,0,GOAL_UNMET,GOAL_UNMET
30B,heldout_sibgrp,1197,dog_push_box_for_two_panda_transport,1,0,0,0,infeasible_assignment,infeasible_assignment
30B,heldout_sibgrp,1200,cut_two_fruits_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
30B,heldout_sibgrp,1201,cut_two_fruits_on_board,0,0,0,0,OVER_BUDGET,OVER_BUDGET
30B,heldout_sibgrp,1202,parallel_human_dual_asset_to_plate_or_bowl,0,1,1,1,SOLVED,SOLVED
30B,heldout_sibgrp,1204,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
30B,heldout_sibgrp,1205,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
30B,heldout_sibgrp,1207,cut_fruit_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
30B,heldout_sibgrp,1210,cut_fruit_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
30B,heldout_sibgrp,1218,parallel_human_dual_asset_to_plate_or_bowl,0,1,1,1,SOLVED,SOLVED
30B,heldout_sibgrp,1219,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
30B,heldout_sibgrp,1224,cut_fruit_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
30B,heldout_sibgrp,1225,toast_bread_and_set_plate,0,0,0,0,OVER_BUDGET,OVER_BUDGET
30B,heldout_sibgrp,1226,parallel_human_dual_asset_to_plate_or_bowl,0,1,1,1,SOLVED,SOLVED
30B,heldout_sibgrp,1227,cut_fruit_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
30B,heldout_sibgrp,1228,cut_fruit_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
30B,heldout_sibgrp,1231,set_plate_and_fork_on_table,0,1,1,1,SOLVED,SOLVED
30B,heldout_sibgrp,1232,cut_two_fruits_on_board,0,0,0,0,OVER_BUDGET,OVER_BUDGET
30B,heldout_sibgrp,1233,cut_fruit_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
30B,heldout_sibgrp,1234,cut_fruit_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
30B,heldout_sibgrp,1235,toast_bread_and_set_plate,0,0,0,0,OVER_BUDGET,OVER_BUDGET
30B,heldout_sibgrp,1236,set_plate_and_fork_on_table,0,0,0,0,GOAL_UNMET,GOAL_UNMET
30B,heldout_sibgrp,1241,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
30B,heldout_sibgrp,1244,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
30B,heldout_sibgrp,1247,cut_fruit_on_board,0,0,0,0,OVER_BUDGET,OVER_BUDGET
30B,heldout_sibgrp,1248,cut_fruit_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
30B,heldout_sibgrp,1252,toast_bread_and_set_plate,0,0,0,0,OVER_BUDGET,OVER_BUDGET
30B,heldout_sibgrp,1253,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
30B,heldout_sibgrp,1255,toast_bread_and_set_plate,0,0,0,0,OVER_BUDGET,OVER_BUDGET
30B,heldout_sibgrp,1257,set_plate_and_fork_on_table,0,0,0,0,GOAL_UNMET,GOAL_UNMET
30B,heldout_sibgrp,1260,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
30B,heldout_sibgrp,1261,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
30B,heldout_sibgrp,1263,ensure_all_fruits_on_table,0,1,1,1,SOLVED,SOLVED
30B,heldout_sibgrp,1264,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
30B,heldout_sibgrp,1265,cut_fruit_on_board,0,0,0,0,OVER_BUDGET,OVER_BUDGET
30B,heldout_sibgrp,1267,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
30B,heldout_sibgrp,1268,set_plate_and_fork_on_table,0,0,0,0,GOAL_UNMET,GOAL_UNMET
30B,heldout_sibgrp,1272,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
30B,heldout_sibgrp,1274,cut_fruit_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
30B,heldout_sibgrp,1276,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
30B,heldout_sibgrp,1277,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
30B,heldout_sibgrp,1280,cut_two_fruits_on_board,0,0,0,0,OVER_BUDGET,OVER_BUDGET
30B,heldout_sibgrp,1281,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
30B,heldout_sibgrp,1282,parallel_human_dual_asset_to_plate_or_bowl,0,1,1,1,SOLVED,SOLVED
30B,heldout_sibgrp,1285,ensure_all_fruits_on_table,0,1,1,1,SOLVED,SOLVED
30B,heldout_sibgrp,1286,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
30B,heldout_sibgrp,1289,toast_bread_and_set_plate,0,0,0,0,OVER_BUDGET,OVER_BUDGET
30B,heldout_sibgrp,1291,cut_fruit_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
30B,heldout_sibgrp,1293,set_plate_and_fork_on_table,0,0,0,0,GOAL_UNMET,GOAL_UNMET
30B,heldout_sibgrp,1294,cut_two_fruits_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
30B,heldout_sibgrp,1295,set_plate_and_fork_on_table,0,0,0,0,GOAL_UNMET,GOAL_UNMET
30B,heldout_sibgrp,1300,toast_bread_and_set_plate,0,0,0,0,OVER_BUDGET,OVER_BUDGET
30B,heldout_sibgrp,1303,ensure_all_fruits_on_table,0,1,1,1,SOLVED,SOLVED
30B,heldout_sibgrp,1304,set_plate_and_fork_on_table,0,0,0,0,GOAL_UNMET,GOAL_UNMET
