split,index,task_name,ordered_units,unit_kinds,plan_length,object_count,action_skeleton,full_signature
train,4854,ensure_all_fruits_on_table,"[""fetch(peach)"",""relocate(peach,table)""]","[""fetch"",""relocate""]",5,1,"[[""Move""],[""Reach""],[""Grasp""],[""Move""],[""Place""]]","{""object_count"":1,""ordered_units"":[""fetch(peach)"",""relocate(peach,table)""],""plan_length"":5}"
train,4855,cut_fruit_on_board,"[""fetch(knife)"",""fetch(peach)"",""relocate(peach,wooden cutting board)"",""state_change(interact,knife)""]","[""fetch"",""fetch"",""relocate"",""state_change""]",6,1,"[[""Move"",""Move""],[""Reach"",""Reach""],[""Grasp"",""Grasp""],[""Move"",""Move""],[""Reach"",""Place""],[""Interact""]]","{""object_count"":1,""ordered_units"":[""fetch(knife)"",""fetch(peach)"",""relocate(peach,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}"
train,4856,ensure_all_fruits_on_table,"[""fetch(peach)"",""relocate(peach,table)""]","[""fetch"",""relocate""]",5,1,"[[""Move""],[""Reach""],[""Grasp""],[""Move""],[""Place""]]","{""object_count"":1,""ordered_units"":[""fetch(peach)"",""relocate(peach,table)""],""plan_length"":5}"
train,4857,parallel_human_dual_asset_to_plate_or_bowl,"[""fetch(pear)"",""fetch(pizza)"",""relocate(pear,plate)"",""relocate(pizza,plate)"",""multi_object_sequence(2)""]","[""fetch"",""fetch"",""relocate"",""relocate"",""multi_object_sequence""]",5,2,"[[""Move"",""Move""],[""Reach"",""Reach""],[""Grasp"",""Grasp""],[""Move"",""Move""],[""Place"",""Place""]]","{""object_count"":2,""ordered_units"":[""fetch(pear)"",""fetch(pizza)"",""relocate(pear,plate)"",""relocate(pizza,plate)"",""multi_object_sequence(2)""],""plan_length"":5}"
train,4858,serve_bread_from_counter,"[""fetch(apple)"",""relocate(apple,plate)""]","[""fetch"",""relocate""]",5,1,"[[""Move""],[""Reach""],[""Grasp""],[""Move""],[""Place""]]","{""object_count"":1,""ordered_units"":[""fetch(apple)"",""relocate(apple,plate)""],""plan_length"":5}"
train,4859,toast_bread_and_set_plate,"[""fetch(bread)"",""fetch(bowl)"",""relocate(bread,toaster)"",""relocate(bowl,kitchen work area)"",""state_change(interact,toaster)"",""multi_object_sequence(2)""]","[""fetch"",""fetch"",""relocate"",""relocate"",""state_change"",""multi_object_sequence""]",6,2,"[[""Move"",""Move""],[""Reach"",""Reach""],[""Grasp"",""Grasp""],[""Move"",""Move""],[""Place"",""Place""],[""Interact""]]","{""object_count"":2,""ordered_units"":[""fetch(bread)"",""fetch(bowl)"",""relocate(bread,toaster)"",""relocate(bowl,kitchen work area)"",""state_change(interact,toaster)"",""multi_object_sequence(2)""],""plan_length"":6}"
train,4860,single_move_asset_to_target,"[""fetch(bottle)"",""relocate(bottle,kitchen island area)""]","[""fetch"",""relocate""]",5,1,"[[""Move""],[""Reach""],[""Grasp""],[""Move""],[""Place""]]","{""object_count"":1,""ordered_units"":[""fetch(bottle)"",""relocate(bottle,kitchen island area)""],""plan_length"":5}"
train,4861,ensure_all_fruits_on_table,"[""fetch(banana)"",""state_change(open,cabinet)"",""relocate(banana,table)"",""fetch(pear)"",""open_container_then_retrieve(cabinet,pear)"",""relocate(pear,table)"",""multi_object_sequence(2)""]","[""fetch"",""state_change"",""relocate"",""fetch"",""open_container_then_retrieve"",""relocate"",""multi_object_sequence""]",8,2,"[[""Move"",""Move""],[""Reach"",""Reach""],[""Grasp"",""Open""],[""Move"",""Move""],[""Place"",""Reach""],[""Grasp""],[""Move""],[""Place""]]","{""object_count"":2,""ordered_units"":[""fetch(banana)"",""state_change(open,cabinet)"",""relocate(banana,table)"",""fetch(pear)"",""open_container_then_retrieve(cabinet,pear)"",""relocate(pear,table)"",""multi_object_sequence(2)""],""plan_length"":8}"
train,4862,ensure_all_fruits_on_table,"[""fetch(banana)"",""relocate(banana,table)""]","[""fetch"",""relocate""]",5,1,"[[""Move""],[""Reach""],[""Grasp""],[""Move""],[""Place""]]","{""object_count"":1,""ordered_units"":[""fetch(banana)"",""relocate(banana,table)""],""plan_length"":5}"
train,4863,single_move_asset_to_target,"[""fetch(apple)"",""relocate(apple,rack)""]","[""fetch"",""relocate""]",5,1,"[[""Move""],[""Reach""],[""Grasp""],[""Move""],[""Place""]]","{""object_count"":1,""ordered_units"":[""fetch(apple)"",""relocate(apple,rack)""],""plan_length"":5}"
train,4864,single_move_asset_to_target,"[""fetch(wine)"",""relocate(wine,kitchen island area)""]","[""fetch"",""relocate""]",5,1,"[[""Move""],[""Reach""],[""Grasp""],[""Move""],[""Place""]]","{""object_count"":1,""ordered_units"":[""fetch(wine)"",""relocate(wine,kitchen island area)""],""plan_length"":5}"
train,4865,set_plate_and_fork_on_table,"[""fetch(plate)"",""state_change(open,cabinet)"",""relocate(plate,kitchen island area)"",""fetch(apple)"",""open_container_then_retrieve(cabinet,apple)"",""relocate(apple,plate)"",""multi_object_sequence(2)""]","[""fetch"",""state_change"",""relocate"",""fetch"",""open_container_then_retrieve"",""relocate"",""multi_object_sequence""]",8,2,"[[""Move"",""Move""],[""Reach"",""Reach""],[""Grasp"",""Open""],[""Move"",""Move""],[""Place"",""Reach""],[""Grasp""],[""Move""],[""Place""]]","{""object_count"":2,""ordered_units"":[""fetch(plate)"",""state_change(open,cabinet)"",""relocate(plate,kitchen island area)"",""fetch(apple)"",""open_container_then_retrieve(cabinet,apple)"",""relocate(apple,plate)"",""multi_object_sequence(2)""],""plan_length"":8}"
train,4866,wash_fruit_and_serve,"[""fetch(banana)"",""relocate(banana,sink)"",""state_change(interact,sink)"",""fetch(banana)"",""check_then_act(sink,banana)"",""relocate(banana,bowl)""]","[""fetch"",""relocate"",""state_change"",""fetch"",""check_then_act"",""relocate""]",11,1,"[[""Move""],[""Reach""],[""Grasp""],[""Move""],[""Place""],[""Interact""],[""Move""],[""Reach""],[""Grasp""],[""Move""],[""Place""]]","{""object_count"":1,""ordered_units"":[""fetch(banana)"",""relocate(banana,sink)"",""state_change(interact,sink)"",""fetch(banana)"",""check_then_act(sink,banana)"",""relocate(banana,bowl)""],""plan_length"":11}"
train,4867,serve_bread_from_counter,"[""fetch(apple)"",""relocate(apple,bowl)""]","[""fetch"",""relocate""]",5,1,"[[""Move""],[""Reach""],[""Grasp""],[""Move""],[""Place""]]","{""object_count"":1,""ordered_units"":[""fetch(apple)"",""relocate(apple,bowl)""],""plan_length"":5}"
train,4868,ensure_all_fruits_on_table,"[""fetch(tomato)"",""relocate(tomato,table)""]","[""fetch"",""relocate""]",5,1,"[[""Move""],[""Reach""],[""Grasp""],[""Move""],[""Place""]]","{""object_count"":1,""ordered_units"":[""fetch(tomato)"",""relocate(tomato,table)""],""plan_length"":5}"
train,4869,clear_table_with_two_robots_and_put_in_cabinet,"[""fetch(fork)"",""fetch(bread)"",""state_change(open,cabinet)"",""relocate(fork,cabinet)"",""relocate(bread,cabinet)"",""multi_object_sequence(2)""]","[""fetch"",""fetch"",""state_change"",""relocate"",""relocate"",""multi_object_sequence""]",7,2,"[[""Move"",""Move""],[""Reach"",""Reach""],[""Grasp"",""Grasp""],[""Move"",""Move""],[""Reach""],[""Open""],[""Place"",""Place""]]","{""object_count"":2,""ordered_units"":[""fetch(fork)"",""fetch(bread)"",""state_change(open,cabinet)"",""relocate(fork,cabinet)"",""relocate(bread,cabinet)"",""multi_object_sequence(2)""],""plan_length"":7}"
train,4870,toast_bread_and_set_plate,"[""fetch(bread)"",""fetch(bowl)"",""relocate(bread,toaster)"",""relocate(bowl,kitchen work area)"",""state_change(interact,toaster)"",""multi_object_sequence(2)""]","[""fetch"",""fetch"",""relocate"",""relocate"",""state_change"",""multi_object_sequence""]",6,2,"[[""Move"",""Move""],[""Reach"",""Reach""],[""Grasp"",""Grasp""],[""Move"",""Move""],[""Place"",""Place""],[""Interact""]]","{""object_count"":2,""ordered_units"":[""fetch(bread)"",""fetch(bowl)"",""relocate(bread,toaster)"",""relocate(bowl,kitchen work area)"",""state_change(interact,toaster)"",""multi_object_sequence(2)""],""plan_length"":6}"
train,4871,toast_bread_and_set_plate,"[""fetch(bowl)"",""fetch(bread)"",""relocate(bowl,kitchen island area)"",""relocate(bread,toaster)"",""state_change(interact,toaster)"",""multi_object_sequence(2)""]","[""fetch"",""fetch"",""relocate"",""relocate"",""state_change"",""multi_object_sequence""]",6,2,"[[""Move"",""Move""],[""Reach"",""Reach""],[""Grasp"",""Grasp""],[""Move"",""Move""],[""Place"",""Place""],[""Interact""]]","{""object_count"":2,""ordered_units"":[""fetch(bowl)"",""fetch(bread)"",""relocate(bowl,kitchen island area)"",""relocate(bread,toaster)"",""state_change(interact,toaster)"",""multi_object_sequence(2)""],""plan_length"":6}"
train,4872,wash_fruit_and_serve,"[""fetch(pear)"",""relocate(pear,sink)"",""state_change(interact,sink)"",""fetch(pear)"",""check_then_act(sink,pear)"",""relocate(pear,bowl)""]","[""fetch"",""relocate"",""state_change"",""fetch"",""check_then_act"",""relocate""]",11,1,"[[""Move""],[""Reach""],[""Grasp""],[""Move""],[""Place""],[""Interact""],[""Move""],[""Reach""],[""Grasp""],[""Move""],[""Place""]]","{""object_count"":1,""ordered_units"":[""fetch(pear)"",""relocate(pear,sink)"",""state_change(interact,sink)"",""fetch(pear)"",""check_then_act(sink,pear)"",""relocate(pear,bowl)""],""plan_length"":11}"
train,4873,dog_push_box_for_two_panda_transport,"[""state_change(push,cardboardbox,R3)"",""fetch(apple)"",""relocate(apple,cardboardbox)"",""state_change(push,cardboardbox,R2)"",""fetch(apple)"",""relocate(apple,sink)""]","[""state_change"",""fetch"",""relocate"",""state_change"",""fetch"",""relocate""]",7,1,"[[""Move"",""Reach""],[""Push"",""Grasp""],[""Place""],[""Push""],[""Reach""],[""Grasp""],[""Place""]]","{""object_count"":1,""ordered_units"":[""state_change(push,cardboardbox,R3)"",""fetch(apple)"",""relocate(apple,cardboardbox)"",""state_change(push,cardboardbox,R2)"",""fetch(apple)"",""relocate(apple,sink)""],""plan_length"":7}"
train,4874,wash_fruit_and_serve,"[""fetch(peach)"",""relocate(peach,sink)"",""state_change(interact,sink)"",""fetch(peach)"",""check_then_act(sink,peach)"",""relocate(peach,plate)""]","[""fetch"",""relocate"",""state_change"",""fetch"",""check_then_act"",""relocate""]",11,1,"[[""Move""],[""Reach""],[""Grasp""],[""Move""],[""Place""],[""Interact""],[""Move""],[""Reach""],[""Grasp""],[""Move""],[""Place""]]","{""object_count"":1,""ordered_units"":[""fetch(peach)"",""relocate(peach,sink)"",""state_change(interact,sink)"",""fetch(peach)"",""check_then_act(sink,peach)"",""relocate(peach,plate)""],""plan_length"":11}"
train,4875,ensure_all_fruits_on_table,"[""state_change(open,cabinet)"",""fetch(tomato)"",""relocate(tomato,table)"",""fetch(apple)"",""open_container_then_retrieve(cabinet,apple)"",""relocate(apple,table)"",""multi_object_sequence(2)""]","[""state_change"",""fetch"",""relocate"",""fetch"",""open_container_then_retrieve"",""relocate"",""multi_object_sequence""]",8,2,"[[""Move"",""Move""],[""Reach"",""Reach""],[""Open"",""Grasp""],[""Move"",""Move""],[""Reach"",""Place""],[""Grasp""],[""Move""],[""Place""]]","{""object_count"":2,""ordered_units"":[""state_change(open,cabinet)"",""fetch(tomato)"",""relocate(tomato,table)"",""fetch(apple)"",""open_container_then_retrieve(cabinet,apple)"",""relocate(apple,table)"",""multi_object_sequence(2)""],""plan_length"":8}"
train,4876,wash_fruit_and_serve,"[""fetch(apple)"",""relocate(apple,sink)"",""state_change(interact,sink)"",""fetch(apple)"",""check_then_act(sink,apple)"",""relocate(apple,plate)""]","[""fetch"",""relocate"",""state_change"",""fetch"",""check_then_act"",""relocate""]",11,1,"[[""Move""],[""Reach""],[""Grasp""],[""Move""],[""Place""],[""Interact""],[""Move""],[""Reach""],[""Grasp""],[""Move""],[""Place""]]","{""object_count"":1,""ordered_units"":[""fetch(apple)"",""relocate(apple,sink)"",""state_change(interact,sink)"",""fetch(apple)"",""check_then_act(sink,apple)"",""relocate(apple,plate)""],""plan_length"":11}"
train,4877,single_move_asset_to_target,"[""fetch(cardboardbox)"",""relocate(cardboardbox,kitchen island area)""]","[""fetch"",""relocate""]",5,1,"[[""Move""],[""Reach""],[""Grasp""],[""Move""],[""Place""]]","{""object_count"":1,""ordered_units"":[""fetch(cardboardbox)"",""relocate(cardboardbox,kitchen island area)""],""plan_length"":5}"
train,4878,wash_fruit_and_serve,"[""fetch(peach)"",""relocate(peach,sink)"",""state_change(interact,sink)"",""fetch(peach)"",""check_then_act(sink,peach)"",""relocate(peach,plate)""]","[""fetch"",""relocate"",""state_change"",""fetch"",""check_then_act"",""relocate""]",11,1,"[[""Move""],[""Reach""],[""Grasp""],[""Move""],[""Place""],[""Interact""],[""Move""],[""Reach""],[""Grasp""],[""Move""],[""Place""]]","{""object_count"":1,""ordered_units"":[""fetch(peach)"",""relocate(peach,sink)"",""state_change(interact,sink)"",""fetch(peach)"",""check_then_act(sink,peach)"",""relocate(peach,plate)""],""plan_length"":11}"
train,4879,clear_table_with_two_robots_and_put_in_cabinet,"[""fetch(spoon)"",""fetch(peach)"",""state_change(open,cabinet)"",""relocate(spoon,cabinet)"",""relocate(peach,cabinet)"",""multi_object_sequence(2)""]","[""fetch"",""fetch"",""state_change"",""relocate"",""relocate"",""multi_object_sequence""]",7,2,"[[""Move"",""Move""],[""Reach"",""Reach""],[""Grasp"",""Grasp""],[""Move"",""Move""],[""Reach""],[""Open""],[""Place"",""Place""]]","{""object_count"":2,""ordered_units"":[""fetch(spoon)"",""fetch(peach)"",""state_change(open,cabinet)"",""relocate(spoon,cabinet)"",""relocate(peach,cabinet)"",""multi_object_sequence(2)""],""plan_length"":7}"
train,4880,cut_fruit_on_board,"[""fetch(knife)"",""fetch(peach)"",""relocate(peach,wooden cutting board)"",""state_change(interact,knife)""]","[""fetch"",""fetch"",""relocate"",""state_change""]",6,1,"[[""Move"",""Move""],[""Reach"",""Reach""],[""Grasp"",""Grasp""],[""Move"",""Move""],[""Reach"",""Place""],[""Interact""]]","{""object_count"":1,""ordered_units"":[""fetch(knife)"",""fetch(peach)"",""relocate(peach,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}"
train,4881,cut_fruit_on_board,"[""fetch(knife)"",""fetch(peach)"",""relocate(peach,wooden cutting board)"",""state_change(interact,knife)""]","[""fetch"",""fetch"",""relocate"",""state_change""]",6,1,"[[""Move"",""Move""],[""Reach"",""Reach""],[""Grasp"",""Grasp""],[""Move"",""Move""],[""Reach"",""Place""],[""Interact""]]","{""object_count"":1,""ordered_units"":[""fetch(knife)"",""fetch(peach)"",""relocate(peach,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}"
train,4882,ensure_all_fruits_on_table,"[""fetch(banana)"",""relocate(banana,table)""]","[""fetch"",""relocate""]",5,1,"[[""Move""],[""Reach""],[""Grasp""],[""Move""],[""Place""]]","{""object_count"":1,""ordered_units"":[""fetch(banana)"",""relocate(banana,table)""],""plan_length"":5}"
train,4883,dog_check_environment,"[""state_change(interact,fridge)""]","[""state_change""]",2,0,"[[""Move""],[""Interact""]]","{""object_count"":0,""ordered_units"":[""state_change(interact,fridge)""],""plan_length"":2}"
train,4884,clear_table_with_two_robots_and_put_in_cabinet,"[""fetch(peach)"",""fetch(fork)"",""state_change(open,cabinet)"",""relocate(peach,cabinet)"",""relocate(fork,cabinet)"",""multi_object_sequence(2)""]","[""fetch"",""fetch"",""state_change"",""relocate"",""relocate"",""multi_object_sequence""]",7,2,"[[""Move"",""Move""],[""Reach"",""Reach""],[""Grasp"",""Grasp""],[""Move"",""Move""],[""Reach""],[""Open""],[""Place"",""Place""]]","{""object_count"":2,""ordered_units"":[""fetch(peach)"",""fetch(fork)"",""state_change(open,cabinet)"",""relocate(peach,cabinet)"",""relocate(fork,cabinet)"",""multi_object_sequence(2)""],""plan_length"":7}"
train,4885,ensure_all_fruits_on_table,"[""fetch(pear)"",""relocate(pear,table)""]","[""fetch"",""relocate""]",5,1,"[[""Move""],[""Reach""],[""Grasp""],[""Move""],[""Place""]]","{""object_count"":1,""ordered_units"":[""fetch(pear)"",""relocate(pear,table)""],""plan_length"":5}"
train,4886,serve_bread_after_checking_cabinet,"[""state_change(open,cabinet)"",""fetch(apple)"",""open_container_then_retrieve(cabinet,apple)"",""relocate(apple,bowl)""]","[""state_change"",""fetch"",""open_container_then_retrieve"",""relocate""]",8,1,"[[""Move""],[""Reach""],[""Open""],[""Move""],[""Reach""],[""Grasp""],[""Move""],[""Place""]]","{""object_count"":1,""ordered_units"":[""state_change(open,cabinet)"",""fetch(apple)"",""open_container_then_retrieve(cabinet,apple)"",""relocate(apple,bowl)""],""plan_length"":8}"
train,4887,single_move_asset_to_target,"[""fetch(fork)"",""relocate(fork,kitchen work area)""]","[""fetch"",""relocate""]",5,1,"[[""Move""],[""Reach""],[""Grasp""],[""Move""],[""Place""]]","{""object_count"":1,""ordered_units"":[""fetch(fork)"",""relocate(fork,kitchen work area)""],""plan_length"":5}"
train,4888,cut_fruit_on_board,"[""fetch(peach)"",""fetch(knife)"",""relocate(peach,wooden cutting board)"",""state_change(interact,knife)""]","[""fetch"",""fetch"",""relocate"",""state_change""]",6,1,"[[""Move"",""Move""],[""Reach"",""Reach""],[""Grasp"",""Grasp""],[""Move"",""Move""],[""Place"",""Reach""],[""Interact""]]","{""object_count"":1,""ordered_units"":[""fetch(peach)"",""fetch(knife)"",""relocate(peach,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}"
train,4889,parallel_human_dual_asset_to_plate_or_bowl,"[""fetch(pear)"",""fetch(banana)"",""relocate(pear,bowl)"",""relocate(banana,bowl)"",""multi_object_sequence(2)""]","[""fetch"",""fetch"",""relocate"",""relocate"",""multi_object_sequence""]",5,2,"[[""Move"",""Move""],[""Reach"",""Reach""],[""Grasp"",""Grasp""],[""Move"",""Move""],[""Place"",""Place""]]","{""object_count"":2,""ordered_units"":[""fetch(pear)"",""fetch(banana)"",""relocate(pear,bowl)"",""relocate(banana,bowl)"",""multi_object_sequence(2)""],""plan_length"":5}"
train,4890,cut_fruit_on_board,"[""fetch(knife)"",""fetch(apple)"",""relocate(apple,wooden cutting board)"",""state_change(interact,knife)""]","[""fetch"",""fetch"",""relocate"",""state_change""]",6,1,"[[""Move"",""Move""],[""Reach"",""Reach""],[""Grasp"",""Grasp""],[""Move"",""Move""],[""Reach"",""Place""],[""Interact""]]","{""object_count"":1,""ordered_units"":[""fetch(knife)"",""fetch(apple)"",""relocate(apple,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}"
train,4891,clear_table_with_two_robots_and_put_in_cabinet,"[""fetch(peach)"",""fetch(spoon)"",""state_change(open,cabinet)"",""relocate(peach,cabinet)"",""relocate(spoon,cabinet)"",""multi_object_sequence(2)""]","[""fetch"",""fetch"",""state_change"",""relocate"",""relocate"",""multi_object_sequence""]",7,2,"[[""Move"",""Move""],[""Reach"",""Reach""],[""Grasp"",""Grasp""],[""Move"",""Move""],[""Reach""],[""Open""],[""Place"",""Place""]]","{""object_count"":2,""ordered_units"":[""fetch(peach)"",""fetch(spoon)"",""state_change(open,cabinet)"",""relocate(peach,cabinet)"",""relocate(spoon,cabinet)"",""multi_object_sequence(2)""],""plan_length"":7}"
train,4892,parallel_human_dual_asset_to_plate_or_bowl,"[""fetch(pumpkin)"",""fetch(pizza)"",""relocate(pumpkin,plate)"",""relocate(pizza,plate)"",""multi_object_sequence(2)""]","[""fetch"",""fetch"",""relocate"",""relocate"",""multi_object_sequence""]",5,2,"[[""Move"",""Move""],[""Reach"",""Reach""],[""Grasp"",""Grasp""],[""Move"",""Move""],[""Place"",""Place""]]","{""object_count"":2,""ordered_units"":[""fetch(pumpkin)"",""fetch(pizza)"",""relocate(pumpkin,plate)"",""relocate(pizza,plate)"",""multi_object_sequence(2)""],""plan_length"":5}"
train,4893,single_move_asset_to_target,"[""fetch(cup)"",""relocate(cup,kitchen island area)""]","[""fetch"",""relocate""]",5,1,"[[""Move""],[""Reach""],[""Grasp""],[""Move""],[""Place""]]","{""object_count"":1,""ordered_units"":[""fetch(cup)"",""relocate(cup,kitchen island area)""],""plan_length"":5}"
train,4894,ensure_all_fruits_on_table,"[""fetch(apple)"",""relocate(apple,table)""]","[""fetch"",""relocate""]",5,1,"[[""Move""],[""Reach""],[""Grasp""],[""Move""],[""Place""]]","{""object_count"":1,""ordered_units"":[""fetch(apple)"",""relocate(apple,table)""],""plan_length"":5}"
train,4895,single_move_asset_to_target,"[""fetch(kettle)"",""relocate(kettle,kitchen work area)""]","[""fetch"",""relocate""]",5,1,"[[""Move""],[""Reach""],[""Grasp""],[""Move""],[""Place""]]","{""object_count"":1,""ordered_units"":[""fetch(kettle)"",""relocate(kettle,kitchen work area)""],""plan_length"":5}"
train,4896,parallel_human_dual_asset_to_plate_or_bowl,"[""fetch(tomato)"",""fetch(pear)"",""relocate(tomato,plate)"",""relocate(pear,plate)"",""multi_object_sequence(2)""]","[""fetch"",""fetch"",""relocate"",""relocate"",""multi_object_sequence""]",5,2,"[[""Move"",""Move""],[""Reach"",""Reach""],[""Grasp"",""Grasp""],[""Move"",""Move""],[""Place"",""Place""]]","{""object_count"":2,""ordered_units"":[""fetch(tomato)"",""fetch(pear)"",""relocate(tomato,plate)"",""relocate(pear,plate)"",""multi_object_sequence(2)""],""plan_length"":5}"
train,4897,clear_table_with_two_robots_and_put_in_cabinet,"[""fetch(fork)"",""fetch(tomato)"",""state_change(open,cabinet)"",""relocate(fork,cabinet)"",""relocate(tomato,cabinet)"",""multi_object_sequence(2)""]","[""fetch"",""fetch"",""state_change"",""relocate"",""relocate"",""multi_object_sequence""]",7,2,"[[""Move"",""Move""],[""Reach"",""Reach""],[""Grasp"",""Grasp""],[""Move"",""Move""],[""Reach""],[""Open""],[""Place"",""Place""]]","{""object_count"":2,""ordered_units"":[""fetch(fork)"",""fetch(tomato)"",""state_change(open,cabinet)"",""relocate(fork,cabinet)"",""relocate(tomato,cabinet)"",""multi_object_sequence(2)""],""plan_length"":7}"
train,4898,ensure_all_fruits_on_table,"[""fetch(peach)"",""relocate(peach,table)""]","[""fetch"",""relocate""]",5,1,"[[""Move""],[""Reach""],[""Grasp""],[""Move""],[""Place""]]","{""object_count"":1,""ordered_units"":[""fetch(peach)"",""relocate(peach,table)""],""plan_length"":5}"
train,4899,ensure_all_fruits_on_table,"[""fetch(banana)"",""relocate(banana,table)""]","[""fetch"",""relocate""]",5,1,"[[""Move""],[""Reach""],[""Grasp""],[""Move""],[""Place""]]","{""object_count"":1,""ordered_units"":[""fetch(banana)"",""relocate(banana,table)""],""plan_length"":5}"
train,4900,dog_check_environment,"[""state_change(interact,oven)""]","[""state_change""]",2,0,"[[""Move""],[""Interact""]]","{""object_count"":0,""ordered_units"":[""state_change(interact,oven)""],""plan_length"":2}"
train,4901,serve_bread_after_checking_cabinet,"[""state_change(open,cabinet)"",""fetch(banana)"",""open_container_then_retrieve(cabinet,banana)"",""relocate(banana,bowl)""]","[""state_change"",""fetch"",""open_container_then_retrieve"",""relocate""]",8,1,"[[""Move""],[""Reach""],[""Open""],[""Move""],[""Reach""],[""Grasp""],[""Move""],[""Place""]]","{""object_count"":1,""ordered_units"":[""state_change(open,cabinet)"",""fetch(banana)"",""open_container_then_retrieve(cabinet,banana)"",""relocate(banana,bowl)""],""plan_length"":8}"
train,4902,dog_push_box_for_two_panda_transport,"[""fetch(pumpkin)"",""state_change(push,cardboardbox,R1)"",""relocate(pumpkin,cardboardbox)"",""state_change(push,cardboardbox,R2)"",""fetch(pumpkin)"",""relocate(pumpkin,sink)""]","[""fetch"",""state_change"",""relocate"",""state_change"",""fetch"",""relocate""]",7,1,"[[""Reach"",""Move""],[""Grasp"",""Push""],[""Place""],[""Push""],[""Reach""],[""Grasp""],[""Place""]]","{""object_count"":1,""ordered_units"":[""fetch(pumpkin)"",""state_change(push,cardboardbox,R1)"",""relocate(pumpkin,cardboardbox)"",""state_change(push,cardboardbox,R2)"",""fetch(pumpkin)"",""relocate(pumpkin,sink)""],""plan_length"":7}"
train,4903,sequential_pick_two_and_place,"[""fetch(tomato)"",""fetch(pumpkin)"",""relocate(tomato,plate)"",""relocate(pumpkin,plate)"",""multi_object_sequence(2)""]","[""fetch"",""fetch"",""relocate"",""relocate"",""multi_object_sequence""]",8,2,"[[""Move""],[""Reach""],[""Grasp""],[""Move""],[""Reach""],[""Grasp""],[""Move""],[""Place""]]","{""object_count"":2,""ordered_units"":[""fetch(tomato)"",""fetch(pumpkin)"",""relocate(tomato,plate)"",""relocate(pumpkin,plate)"",""multi_object_sequence(2)""],""plan_length"":8}"
train,4904,single_move_asset_to_target,"[""fetch(scissors)"",""relocate(scissors,kitchen work area)""]","[""fetch"",""relocate""]",5,1,"[[""Move""],[""Reach""],[""Grasp""],[""Move""],[""Place""]]","{""object_count"":1,""ordered_units"":[""fetch(scissors)"",""relocate(scissors,kitchen work area)""],""plan_length"":5}"
train,4905,toast_bread_and_set_plate,"[""fetch(bread)"",""fetch(plate)"",""relocate(bread,toaster)"",""relocate(plate,kitchen island area)"",""state_change(interact,toaster)"",""multi_object_sequence(2)""]","[""fetch"",""fetch"",""relocate"",""relocate"",""state_change"",""multi_object_sequence""]",6,2,"[[""Move"",""Move""],[""Reach"",""Reach""],[""Grasp"",""Grasp""],[""Move"",""Move""],[""Place"",""Place""],[""Interact""]]","{""object_count"":2,""ordered_units"":[""fetch(bread)"",""fetch(plate)"",""relocate(bread,toaster)"",""relocate(plate,kitchen island area)"",""state_change(interact,toaster)"",""multi_object_sequence(2)""],""plan_length"":6}"
train,4906,dog_push_box_for_two_panda_transport,"[""state_change(push,cardboardbox,R2)"",""fetch(pumpkin)"",""relocate(pumpkin,cardboardbox)"",""state_change(push,cardboardbox,R3)"",""fetch(pumpkin)"",""relocate(pumpkin,sink)""]","[""state_change"",""fetch"",""relocate"",""state_change"",""fetch"",""relocate""]",7,1,"[[""Move"",""Reach""],[""Push"",""Grasp""],[""Place""],[""Push""],[""Reach""],[""Grasp""],[""Place""]]","{""object_count"":1,""ordered_units"":[""state_change(push,cardboardbox,R2)"",""fetch(pumpkin)"",""relocate(pumpkin,cardboardbox)"",""state_change(push,cardboardbox,R3)"",""fetch(pumpkin)"",""relocate(pumpkin,sink)""],""plan_length"":7}"
train,4907,ensure_all_fruits_on_table,"[""fetch(banana)"",""relocate(banana,table)""]","[""fetch"",""relocate""]",5,1,"[[""Move""],[""Reach""],[""Grasp""],[""Move""],[""Place""]]","{""object_count"":1,""ordered_units"":[""fetch(banana)"",""relocate(banana,table)""],""plan_length"":5}"
train,4908,toast_bread_and_set_plate,"[""fetch(bread)"",""fetch(plate)"",""relocate(bread,toaster)"",""relocate(plate,kitchen work area)"",""state_change(interact,toaster)"",""multi_object_sequence(2)""]","[""fetch"",""fetch"",""relocate"",""relocate"",""state_change"",""multi_object_sequence""]",6,2,"[[""Move"",""Move""],[""Reach"",""Reach""],[""Grasp"",""Grasp""],[""Move"",""Move""],[""Place"",""Place""],[""Interact""]]","{""object_count"":2,""ordered_units"":[""fetch(bread)"",""fetch(plate)"",""relocate(bread,toaster)"",""relocate(plate,kitchen work area)"",""state_change(interact,toaster)"",""multi_object_sequence(2)""],""plan_length"":6}"
train,4909,single_move_asset_to_target,"[""fetch(pizza)"",""relocate(pizza,kitchen work area)""]","[""fetch"",""relocate""]",5,1,"[[""Move""],[""Reach""],[""Grasp""],[""Move""],[""Place""]]","{""object_count"":1,""ordered_units"":[""fetch(pizza)"",""relocate(pizza,kitchen work area)""],""plan_length"":5}"
