split,index,source_task,analysis_skill,instruction,branch,conditions,absent_assets,unresolved_assets
train,3659,set_plate_and_fork_on_table,set_plate_and_fork_on_table,"Set the bowl onto the kitchen island area, and retrieve the apple from the cabinet, placing it neatly inside the bowl for serving.",some_absent,"[{""asset"":""bowl"",""status"":""present_elsewhere"",""target"":""kitchen island area""},{""asset"":""apple"",""status"":""present_elsewhere"",""target"":""bowl""}]","[""bowl"",""apple""]","[""cabinet""]"
train,3660,ensure_all_fruits_on_table,ensure_all_fruits_on_table,"Verify with a quick inspection that the table holds both the pear and the banana. Retrieve the missing fruit from wherever it is, including cabinet, if necessary.",some_absent,"[{""asset"":""pear"",""status"":""present_elsewhere"",""target"":""table""},{""asset"":""banana"",""status"":""present_at_target"",""target"":""table""}]","[""pear""]","[""cabinet""]"
train,3661,wash_fruit_and_serve,wash_fruit_and_serve,"Freshen the pear under the tap on sink, then drop it in the bowl.",some_absent,"[{""asset"":""pear"",""status"":""present_elsewhere"",""target"":""bowl""}]","[""pear""]","[""bowl"",""sink""]"
train,3662,toast_bread_and_set_plate,toast_bread_and_set_plate,"Put the bread into the toaster, turn on the device to begin, and place the plate on the kitchen island area to complete the setup.",some_absent,"[{""asset"":""bread"",""status"":""present_elsewhere"",""target"":""toaster""},{""asset"":""plate"",""status"":""present_elsewhere"",""target"":""kitchen island area""}]","[""bread"",""plate""]","[""toaster""]"
train,3663,ensure_all_fruits_on_table,ensure_all_fruits_on_table,"Inspect the table visually. Ensure both the peach and the tomato are present. If not, fetch and place the missing fruit, checking all areas including cabinet.",some_absent,"[{""asset"":""peach"",""status"":""present_at_target"",""target"":""table""},{""asset"":""tomato"",""status"":""present_elsewhere"",""target"":""table""}]","[""tomato""]","[""cabinet""]"
train,3664,serve_bread_from_counter,serve_bread_from_counter,"Put the apple on the plate; if it isn't on the counter, it might still be in the cabinet, so check there.",some_absent,"[{""asset"":""apple"",""status"":""present_elsewhere"",""target"":""plate""}]","[""apple""]","[""cabinet"",""plate""]"
train,3665,dog_check_environment,dog_check_environment,Examine the environment near oven.,not_applicable,[],[],"[""oven""]"
train,3666,cut_two_fruits_on_board,cut_two_fruits_on_board,"Quick, give both the pear and bread a good chop on the wooden cutting board with that knife!",some_absent,"[{""asset"":""pear"",""status"":""present_elsewhere"",""target"":""wooden cutting board""},{""asset"":""bread"",""status"":""present_elsewhere"",""target"":""wooden cutting board""}]","[""pear"",""bread""]","[""knife"",""wooden cutting board""]"
train,3667,sequential_pick_two_and_place,sequential_pick_two_and_place,Both the meat and green peas belong in the plate; make it happen.,some_absent,"[{""asset"":""meat"",""status"":""present_elsewhere"",""target"":""plate""},{""asset"":""green peas"",""status"":""present_elsewhere"",""target"":""plate""}]","[""meat"",""green peas""]","[""plate""]"
train,3668,ensure_all_fruits_on_table,ensure_all_fruits_on_table,"Thoroughly check the table to ensure both the peach and the banana are present. Retrieve the missing fruit, checking all possible locations, including cabinet.",some_absent,"[{""asset"":""peach"",""status"":""present_elsewhere"",""target"":""table""},{""asset"":""banana"",""status"":""present_at_target"",""target"":""table""}]","[""peach""]","[""cabinet""]"
train,3669,cut_fruit_on_board,cut_fruit_on_board,Get the peach to the wooden cutting board and give it a clean cut with the knife.,some_absent,"[{""asset"":""peach"",""status"":""present_elsewhere"",""target"":""wooden cutting board""}]","[""peach""]","[""knife"",""wooden cutting board""]"
train,3670,sequential_pick_two_and_place,sequential_pick_two_and_place,Kindly relocate both meat and pear to the bowl for me.,some_absent,"[{""asset"":""meat"",""status"":""present_elsewhere"",""target"":""bowl""},{""asset"":""pear"",""status"":""present_elsewhere"",""target"":""bowl""}]","[""meat"",""pear""]","[""bowl""]"
train,3671,wash_fruit_and_serve,wash_fruit_and_serve,"Run water over the peach at the sink, then arrange it neatly in the plate.",some_absent,"[{""asset"":""peach"",""status"":""present_elsewhere"",""target"":""plate""}]","[""peach""]","[""plate"",""sink""]"
train,3672,wash_fruit_and_serve,wash_fruit_and_serve,"Use the tap to clean the pear at the sink; afterward, transfer it to the plate.",some_absent,"[{""asset"":""pear"",""status"":""present_elsewhere"",""target"":""plate""}]","[""pear""]","[""plate"",""sink""]"
train,3673,toast_bread_and_set_plate,toast_bread_and_set_plate,"Load the bread into the toaster, start its operation, and arrange the bowl neatly on the kitchen island area.",some_absent,"[{""asset"":""bread"",""status"":""present_elsewhere"",""target"":""toaster""},{""asset"":""bowl"",""status"":""present_elsewhere"",""target"":""kitchen island area""}]","[""bread"",""bowl""]","[""toaster""]"
train,3674,cut_two_fruits_on_board,cut_two_fruits_on_board,Slice the pear and banana on the wooden cutting board using the knife.,some_absent,"[{""asset"":""pear"",""status"":""present_elsewhere"",""target"":""wooden cutting board""},{""asset"":""banana"",""status"":""present_elsewhere"",""target"":""wooden cutting board""}]","[""pear"",""banana""]","[""knife"",""wooden cutting board""]"
train,3675,ensure_all_fruits_on_table,ensure_all_fruits_on_table,"Scan the table for any missing fruits—the peach or the banana. Place them on the table, checking cabinet if necessary.",some_absent,"[{""asset"":""peach"",""status"":""present_at_target"",""target"":""table""},{""asset"":""banana"",""status"":""present_elsewhere"",""target"":""table""},{""asset"":""cabinet"",""status"":""absent_from_scene"",""target"":""table""}]","[""banana"",""cabinet""]",[]
train,3676,sequential_pick_two_and_place,sequential_pick_two_and_place,Please tidy up by getting the apple and pumpkin into the plate.,some_absent,"[{""asset"":""apple"",""status"":""present_elsewhere"",""target"":""plate""},{""asset"":""pumpkin"",""status"":""present_elsewhere"",""target"":""plate""}]","[""apple"",""pumpkin""]","[""plate""]"
train,3677,cut_fruit_on_board,cut_fruit_on_board,Cut the pear with the knife once everything is on the wooden cutting board.,some_absent,"[{""asset"":""pear"",""status"":""present_elsewhere"",""target"":""wooden cutting board""},{""asset"":""knife"",""status"":""present_elsewhere"",""target"":""wooden cutting board""}]","[""pear"",""knife""]","[""wooden cutting board""]"
train,3678,single_move_asset_to_target,single_move_asset_to_target,Gently move the tomato onto the kitchen work area to complete this part of the task.,some_absent,"[{""asset"":""tomato"",""status"":""present_elsewhere"",""target"":""kitchen work area""}]","[""tomato""]",[]
train,3679,serve_bread_after_checking_cabinet,serve_bread_after_checking_cabinet,"Place the apple neatly on the bowl. If it's absent, the cabinet is worth checking.",some_absent,"[{""asset"":""apple"",""status"":""present_elsewhere"",""target"":""bowl""}]","[""apple""]","[""bowl"",""cabinet""]"
train,3680,set_plate_and_fork_on_table,set_plate_and_fork_on_table,"Arrange the plate on the kitchen work area, and afterwards, retrieve the banana from the cabinet, placing it into the plate to finalize the table setup.",some_absent,"[{""asset"":""plate"",""status"":""present_elsewhere"",""target"":""kitchen work area""},{""asset"":""banana"",""status"":""present_elsewhere"",""target"":""plate""}]","[""plate"",""banana""]","[""cabinet""]"
train,3681,ensure_all_fruits_on_table,ensure_all_fruits_on_table,"Scan the table for any missing fruits—the apple or the tomato. Place them on the table, checking cabinet if necessary.",some_absent,"[{""asset"":""apple"",""status"":""present_at_target"",""target"":""table""},{""asset"":""tomato"",""status"":""present_elsewhere"",""target"":""table""},{""asset"":""cabinet"",""status"":""absent_from_scene"",""target"":""table""}]","[""tomato"",""cabinet""]",[]
train,3682,clear_table_with_two_robots_and_put_in_cabinet,clear_table_with_two_robots_and_put_in_cabinet,"Collect the tomato and fork, and place them neatly into the cabinet to finish cleaning.",some_absent,"[{""asset"":""tomato"",""status"":""present_elsewhere"",""target"":""cabinet""},{""asset"":""fork"",""status"":""present_elsewhere"",""target"":""cabinet""}]","[""tomato"",""fork""]","[""cabinet""]"
train,3683,serve_bread_after_checking_cabinet,serve_bread_after_checking_cabinet,"Deliver the bread to the bowl. Should it be hidden, open the cabinet and retrieve it.",some_absent,"[{""asset"":""bread"",""status"":""present_elsewhere"",""target"":""bowl""}]","[""bread""]","[""bowl"",""cabinet""]"
train,3684,cut_fruit_on_board,cut_fruit_on_board,Use the knife to slice the pear on the wooden cutting board.,some_absent,"[{""asset"":""pear"",""status"":""present_elsewhere"",""target"":""wooden cutting board""}]","[""pear""]","[""knife"",""wooden cutting board""]"
train,3685,cut_fruit_on_board,cut_fruit_on_board,Get the peach to the wooden cutting board and give it a clean cut with the knife.,some_absent,"[{""asset"":""peach"",""status"":""present_elsewhere"",""target"":""wooden cutting board""}]","[""peach""]","[""knife"",""wooden cutting board""]"
train,3686,ensure_all_fruits_on_table,ensure_all_fruits_on_table,"Thoroughly check the table to ensure both the apple and the tomato are present. Retrieve the missing fruit, checking all possible locations, including cabinet.",some_absent,"[{""asset"":""apple"",""status"":""present_elsewhere"",""target"":""table""},{""asset"":""tomato"",""status"":""present_elsewhere"",""target"":""table""}]","[""apple"",""tomato""]","[""cabinet""]"
train,3687,single_move_asset_to_target,single_move_asset_to_target,Move the spoon from its current location to the rack.,some_absent,"[{""asset"":""spoon"",""status"":""present_elsewhere"",""target"":""rack""}]","[""spoon""]",[]
train,3688,ensure_all_fruits_on_table,ensure_all_fruits_on_table,"Glance at the table to confirm both a peach and a banana are present. If not, retrieve the missing fruit, ensuring to check all possible locations, including cabinet.",some_absent,"[{""asset"":""peach"",""status"":""present_elsewhere"",""target"":""table""},{""asset"":""banana"",""status"":""present_elsewhere"",""target"":""table""}]","[""peach"",""banana""]","[""cabinet""]"
train,3689,clear_table_with_two_robots_and_put_in_cabinet,clear_table_with_two_robots_and_put_in_cabinet,Pick up the tomato and scissors and carefully deposit them into the cabinet for cleanup.,some_absent,"[{""asset"":""tomato"",""status"":""present_elsewhere"",""target"":""cabinet""},{""asset"":""scissors"",""status"":""present_elsewhere"",""target"":""cabinet""}]","[""tomato"",""scissors""]","[""cabinet""]"
train,3690,sequential_pick_two_and_place,sequential_pick_two_and_place,Both the tomato and pumpkin belong in the plate; make it happen.,some_absent,"[{""asset"":""tomato"",""status"":""present_elsewhere"",""target"":""plate""},{""asset"":""pumpkin"",""status"":""present_elsewhere"",""target"":""plate""}]","[""tomato"",""pumpkin""]","[""plate""]"
train,3691,set_plate_and_fork_on_table,set_plate_and_fork_on_table,"Place the plate onto the kitchen island area to create space for serving, then gather the tomato from the cabinet and deposit it into the plate.",some_absent,"[{""asset"":""plate"",""status"":""present_elsewhere"",""target"":""kitchen island area""},{""asset"":""tomato"",""status"":""present_elsewhere"",""target"":""plate""}]","[""plate"",""tomato""]","[""cabinet""]"
train,3692,ensure_all_fruits_on_table,ensure_all_fruits_on_table,"Inspect the table thoroughly. If you find that both a peach and a tomato are missing, fetch the absent fruit from wherever it may be, including cabinet.",some_absent,"[{""asset"":""peach"",""status"":""present_at_target"",""target"":""table""},{""asset"":""tomato"",""status"":""present_elsewhere"",""target"":""table""}]","[""tomato""]","[""cabinet""]"
train,3693,clear_table_with_two_robots_and_put_in_cabinet,clear_table_with_two_robots_and_put_in_cabinet,Store the bread together with the spoon inside the cabinet to make the area neat and clean.,some_absent,"[{""asset"":""bread"",""status"":""present_elsewhere"",""target"":""cabinet""},{""asset"":""spoon"",""status"":""present_elsewhere"",""target"":""cabinet""}]","[""bread"",""spoon""]","[""cabinet""]"
train,3694,ensure_all_fruits_on_table,ensure_all_fruits_on_table,"Examine the table closely. If either the peach or the banana is not present, retrieve it from its current location, including cabinet, and place it on the table.",some_absent,"[{""asset"":""peach"",""status"":""present_at_target"",""target"":""table""},{""asset"":""banana"",""status"":""present_elsewhere"",""target"":""table""}]","[""banana""]","[""cabinet""]"
train,3695,clear_table_with_two_robots_and_put_in_cabinet,clear_table_with_two_robots_and_put_in_cabinet,Carefully place both the apple and the fork into the cabinet to tidy up the area.,some_absent,"[{""asset"":""apple"",""status"":""present_elsewhere"",""target"":""cabinet""},{""asset"":""fork"",""status"":""present_elsewhere"",""target"":""cabinet""}]","[""apple"",""fork""]","[""cabinet""]"
train,3696,single_move_asset_to_target,single_move_asset_to_target,Put the pumpkin on the rack so it can be used later.,some_absent,"[{""asset"":""pumpkin"",""status"":""present_elsewhere"",""target"":""rack""}]","[""pumpkin""]",[]
train,3697,parallel_human_dual_asset_to_plate_or_bowl,parallel_human_dual_asset_to_plate_or_bowl,Relocate the meat and apple side by side into the bowl.,some_absent,"[{""asset"":""meat"",""status"":""present_elsewhere"",""target"":""bowl""},{""asset"":""apple"",""status"":""present_elsewhere"",""target"":""bowl""}]","[""meat"",""apple""]","[""bowl""]"
train,3698,sequential_pick_two_and_place,sequential_pick_two_and_place,I need the banana with the bread transferred to the plate pronto!,some_absent,"[{""asset"":""banana"",""status"":""present_elsewhere"",""target"":""plate""},{""asset"":""bread"",""status"":""present_elsewhere"",""target"":""plate""}]","[""banana"",""bread""]","[""plate""]"
train,3699,set_plate_and_fork_on_table,set_plate_and_fork_on_table,"Set the bowl onto the kitchen work area, and retrieve the apple from the cabinet, placing it neatly inside the bowl for serving.",some_absent,"[{""asset"":""bowl"",""status"":""present_elsewhere"",""target"":""kitchen work area""},{""asset"":""apple"",""status"":""present_elsewhere"",""target"":""bowl""}]","[""bowl"",""apple""]","[""cabinet""]"
train,3700,ensure_all_fruits_on_table,ensure_all_fruits_on_table,"Inspect the table visually. Ensure both the apple and the banana are present. If not, fetch and place the missing fruit, checking all areas including cabinet.",some_absent,"[{""asset"":""apple"",""status"":""present_elsewhere"",""target"":""table""},{""asset"":""banana"",""status"":""present_at_target"",""target"":""table""}]","[""apple""]","[""cabinet""]"
train,3701,serve_bread_after_checking_cabinet,serve_bread_after_checking_cabinet,"Put the banana on the plate; if it's not out here, it could be hiding in the cabinet, so look carefully.",some_absent,"[{""asset"":""banana"",""status"":""present_elsewhere"",""target"":""plate""}]","[""banana""]","[""cabinet"",""plate""]"
train,3702,serve_bread_from_counter,serve_bread_from_counter,"Serve the apple on the plate. If it's not out here, the cabinet is worth a peek.",some_absent,"[{""asset"":""apple"",""status"":""present_elsewhere"",""target"":""plate""}]","[""apple""]","[""cabinet"",""plate""]"
train,3703,clear_table_with_two_robots_and_put_in_cabinet,clear_table_with_two_robots_and_put_in_cabinet,"Collect the peach and fork, and place them neatly into the cabinet to finish cleaning.",some_absent,"[{""asset"":""peach"",""status"":""present_elsewhere"",""target"":""cabinet""},{""asset"":""fork"",""status"":""present_elsewhere"",""target"":""cabinet""}]","[""peach"",""fork""]","[""cabinet""]"
train,3704,single_move_asset_to_target,single_move_asset_to_target,Transfer the kettle over to the kitchen island area and ensure it is positioned correctly.,some_absent,"[{""asset"":""kettle"",""status"":""present_elsewhere"",""target"":""kitchen island area""}]","[""kettle""]",[]
train,3705,serve_bread_from_counter,serve_bread_from_counter,"Put the banana on the plate; if it isn't on the counter, it might still be in the cabinet, so check there.",some_absent,"[{""asset"":""banana"",""status"":""present_elsewhere"",""target"":""plate""}]","[""banana""]","[""cabinet"",""plate""]"
train,3706,ensure_all_fruits_on_table,ensure_all_fruits_on_table,"Scan the table for any missing fruits—the apple or the tomato. Place them on the table, checking cabinet if necessary.",some_absent,"[{""asset"":""apple"",""status"":""present_elsewhere"",""target"":""table""},{""asset"":""tomato"",""status"":""present_at_target"",""target"":""table""},{""asset"":""cabinet"",""status"":""absent_from_scene"",""target"":""table""}]","[""apple"",""cabinet""]",[]
train,3707,single_move_asset_to_target,single_move_asset_to_target,Pick up the spoon and place it on the kitchen island area to set things up.,some_absent,"[{""asset"":""spoon"",""status"":""present_elsewhere"",""target"":""kitchen island area""}]","[""spoon""]",[]
train,3708,dog_push_box_for_two_panda_transport,dog_push_box_for_two_panda_transport,"Move the pumpkin toward the sink; if the route is too long, use a cardboardbox to enclose the pumpkin, transfer the cardboardbox, then retrieve the pumpkin.",some_absent,"[{""asset"":""pumpkin"",""status"":""present_elsewhere"",""target"":""sink""}]","[""pumpkin""]","[""cardboardbox"",""sink""]"
train,3709,serve_bread_from_counter,serve_bread_from_counter,"Put the apple on the plate; if it isn't on the counter, it might still be in the cabinet, so check there.",some_absent,"[{""asset"":""apple"",""status"":""present_elsewhere"",""target"":""plate""}]","[""apple""]","[""cabinet"",""plate""]"
train,3710,single_move_asset_to_target,single_move_asset_to_target,Relocate the plate to the kitchen work area as instructed.,some_absent,"[{""asset"":""plate"",""status"":""present_elsewhere"",""target"":""kitchen work area""}]","[""plate""]",[]
train,3711,wash_fruit_and_serve,wash_fruit_and_serve,Wash off the banana at the sink and move it into the plate.,some_absent,"[{""asset"":""banana"",""status"":""present_elsewhere"",""target"":""plate""}]","[""banana""]","[""plate"",""sink""]"
train,3712,ensure_all_fruits_on_table,ensure_all_fruits_on_table,"Thoroughly check the table to ensure both the peach and the tomato are present. Retrieve the missing fruit, checking all possible locations, including cabinet.",some_absent,"[{""asset"":""peach"",""status"":""present_elsewhere"",""target"":""table""},{""asset"":""tomato"",""status"":""present_at_target"",""target"":""table""}]","[""peach""]","[""cabinet""]"
train,3713,clear_table_with_two_robots_and_put_in_cabinet,clear_table_with_two_robots_and_put_in_cabinet,"Collect the peach and spoon, and place them neatly into the cabinet to finish cleaning.",some_absent,"[{""asset"":""peach"",""status"":""present_elsewhere"",""target"":""cabinet""},{""asset"":""spoon"",""status"":""present_elsewhere"",""target"":""cabinet""}]","[""peach"",""spoon""]","[""cabinet""]"
train,3714,toast_bread_and_set_plate,toast_bread_and_set_plate,"Load the bread into the toaster, start its operation, and arrange the bowl neatly on the kitchen work area.",some_absent,"[{""asset"":""bread"",""status"":""present_elsewhere"",""target"":""toaster""},{""asset"":""bowl"",""status"":""present_elsewhere"",""target"":""kitchen work area""}]","[""bread"",""bowl""]","[""toaster""]"
train,3715,ensure_all_fruits_on_table,ensure_all_fruits_on_table,"Scan the table for any missing fruits—the apple or the banana. Place them on the table, checking cabinet if necessary.",some_absent,"[{""asset"":""apple"",""status"":""present_elsewhere"",""target"":""table""},{""asset"":""banana"",""status"":""present_at_target"",""target"":""table""},{""asset"":""cabinet"",""status"":""absent_from_scene"",""target"":""table""}]","[""apple"",""cabinet""]",[]
train,3716,cut_fruit_on_board,cut_fruit_on_board,Position the peach on the wooden cutting board; slice it neatly with the knife.,some_absent,"[{""asset"":""peach"",""status"":""present_elsewhere"",""target"":""wooden cutting board""}]","[""peach""]","[""knife"",""wooden cutting board""]"
train,3717,clear_table_with_two_robots_and_put_in_cabinet,clear_table_with_two_robots_and_put_in_cabinet,Put the apple and the spoon into the cabinet to clean up the workspace.,some_absent,"[{""asset"":""apple"",""status"":""present_elsewhere"",""target"":""cabinet""},{""asset"":""spoon"",""status"":""present_elsewhere"",""target"":""cabinet""}]","[""apple"",""spoon""]","[""cabinet""]"
train,3718,clear_table_with_two_robots_and_put_in_cabinet,clear_table_with_two_robots_and_put_in_cabinet,Move the peach and the knife together into the cabinet to keep the workspace organized.,some_absent,"[{""asset"":""peach"",""status"":""present_elsewhere"",""target"":""cabinet""},{""asset"":""knife"",""status"":""present_elsewhere"",""target"":""cabinet""}]","[""peach"",""knife""]","[""cabinet""]"
train,3719,cut_fruit_on_board,cut_fruit_on_board,Use the knife to slice the pear on the wooden cutting board.,some_absent,"[{""asset"":""pear"",""status"":""present_elsewhere"",""target"":""wooden cutting board""}]","[""pear""]","[""knife"",""wooden cutting board""]"
train,3720,cut_fruit_on_board,cut_fruit_on_board,Use the knife to slice the peach on the wooden cutting board.,some_absent,"[{""asset"":""peach"",""status"":""present_elsewhere"",""target"":""wooden cutting board""}]","[""peach""]","[""knife"",""wooden cutting board""]"
train,3721,clear_table_with_two_robots_and_put_in_cabinet,clear_table_with_two_robots_and_put_in_cabinet,Store the bread together with the fork inside the cabinet to make the area neat and clean.,some_absent,"[{""asset"":""bread"",""status"":""present_elsewhere"",""target"":""cabinet""},{""asset"":""fork"",""status"":""present_elsewhere"",""target"":""cabinet""}]","[""bread"",""fork""]","[""cabinet""]"
train,3722,cut_fruit_on_board,cut_fruit_on_board,Use the knife to slice the peach on the wooden cutting board.,some_absent,"[{""asset"":""peach"",""status"":""present_elsewhere"",""target"":""wooden cutting board""}]","[""peach""]","[""knife"",""wooden cutting board""]"
train,3723,single_move_asset_to_target,single_move_asset_to_target,Relocate the wine to the kitchen island area as instructed.,some_absent,"[{""asset"":""wine"",""status"":""present_elsewhere"",""target"":""kitchen island area""}]","[""wine""]",[]
train,3724,set_plate_and_fork_on_table,set_plate_and_fork_on_table,"Set the plate onto the kitchen island area, and retrieve the tomato from the cabinet, placing it neatly inside the plate for serving.",some_absent,"[{""asset"":""plate"",""status"":""present_elsewhere"",""target"":""kitchen island area""},{""asset"":""tomato"",""status"":""present_elsewhere"",""target"":""plate""}]","[""plate"",""tomato""]","[""cabinet""]"
train,3725,parallel_human_dual_asset_to_plate_or_bowl,parallel_human_dual_asset_to_plate_or_bowl,Ensure the pear and tomato are transferred into the plate at the same time.,some_absent,"[{""asset"":""pear"",""status"":""present_elsewhere"",""target"":""plate""},{""asset"":""tomato"",""status"":""present_elsewhere"",""target"":""plate""}]","[""pear"",""tomato""]","[""plate""]"
train,3726,toast_bread_and_set_plate,toast_bread_and_set_plate,"Begin by inserting the bread into the toaster, switch it on, and at the same time place the plate on the kitchen island area to organize the workspace.",some_absent,"[{""asset"":""bread"",""status"":""present_elsewhere"",""target"":""toaster""},{""asset"":""plate"",""status"":""present_elsewhere"",""target"":""kitchen island area""}]","[""bread"",""plate""]","[""toaster""]"
train,3727,cut_two_fruits_on_board,cut_two_fruits_on_board,Would you mind setting the apple and banana on the wooden cutting board and slicing them with the knife?,some_absent,"[{""asset"":""apple"",""status"":""present_elsewhere"",""target"":""wooden cutting board""},{""asset"":""banana"",""status"":""present_elsewhere"",""target"":""wooden cutting board""}]","[""apple"",""banana""]","[""knife"",""wooden cutting board""]"
train,3728,sequential_pick_two_and_place,sequential_pick_two_and_place,Organise things by dropping the apple and green peas into the bowl.,some_absent,"[{""asset"":""apple"",""status"":""present_elsewhere"",""target"":""bowl""},{""asset"":""green peas"",""status"":""present_elsewhere"",""target"":""bowl""}]","[""apple"",""green peas""]","[""bowl""]"
train,3729,wash_fruit_and_serve,wash_fruit_and_serve,"Clean the peach at the sink, then deliver it into the plate.",some_absent,"[{""asset"":""peach"",""status"":""present_elsewhere"",""target"":""plate""}]","[""peach""]","[""plate"",""sink""]"
train,3730,cut_two_fruits_on_board,cut_two_fruits_on_board,Kindly arrange the pear and banana on the wooden cutting board; the knife will handle the rest.,some_absent,"[{""asset"":""pear"",""status"":""present_elsewhere"",""target"":""wooden cutting board""},{""asset"":""banana"",""status"":""present_elsewhere"",""target"":""wooden cutting board""}]","[""pear"",""banana""]","[""knife"",""wooden cutting board""]"
train,3731,cut_fruit_on_board,cut_fruit_on_board,Use the knife to slice the apple on the wooden cutting board.,some_absent,"[{""asset"":""apple"",""status"":""present_elsewhere"",""target"":""wooden cutting board""}]","[""apple""]","[""knife"",""wooden cutting board""]"
train,3732,ensure_all_fruits_on_table,ensure_all_fruits_on_table,"Observe the table for both the apple and tomato. If one is missing, bring it along from any location, such as cabinet.",some_absent,"[{""asset"":""apple"",""status"":""present_at_target"",""target"":""table""},{""asset"":""tomato"",""status"":""present_elsewhere"",""target"":""table""}]","[""tomato""]","[""cabinet""]"
train,3733,cut_fruit_on_board,cut_fruit_on_board,Use the knife to slice the pear on the wooden cutting board.,some_absent,"[{""asset"":""pear"",""status"":""present_elsewhere"",""target"":""wooden cutting board""}]","[""pear""]","[""knife"",""wooden cutting board""]"
train,3734,single_move_asset_to_target,single_move_asset_to_target,Relocate the bread to the rack as instructed.,some_absent,"[{""asset"":""bread"",""status"":""present_elsewhere"",""target"":""rack""}]","[""bread""]",[]
train,3735,cut_fruit_on_board,cut_fruit_on_board,"Set the peach on the wooden cutting board, then apply the knife to slice it.",some_absent,"[{""asset"":""peach"",""status"":""present_elsewhere"",""target"":""wooden cutting board""}]","[""peach""]","[""knife"",""wooden cutting board""]"
train,3736,cut_two_fruits_on_board,cut_two_fruits_on_board,Carry the peach plus the bread to the wooden cutting board; the knife will handle the slicing.,some_absent,"[{""asset"":""peach"",""status"":""present_elsewhere"",""target"":""wooden cutting board""},{""asset"":""bread"",""status"":""present_elsewhere"",""target"":""wooden cutting board""}]","[""peach"",""bread""]","[""knife"",""wooden cutting board""]"
train,3737,ensure_all_fruits_on_table,ensure_all_fruits_on_table,"Examine the table closely. If either the pear or the banana is not present, retrieve it from its current location, including cabinet, and place it on the table.",some_absent,"[{""asset"":""pear"",""status"":""present_elsewhere"",""target"":""table""},{""asset"":""banana"",""status"":""present_elsewhere"",""target"":""table""}]","[""pear"",""banana""]","[""cabinet""]"
train,3738,clear_table_with_two_robots_and_put_in_cabinet,clear_table_with_two_robots_and_put_in_cabinet,Carefully place both the bread and the knife into the cabinet to tidy up the area.,some_absent,"[{""asset"":""bread"",""status"":""present_elsewhere"",""target"":""cabinet""},{""asset"":""knife"",""status"":""present_elsewhere"",""target"":""cabinet""}]","[""bread"",""knife""]","[""cabinet""]"
train,3739,serve_bread_after_checking_cabinet,serve_bread_after_checking_cabinet,"Get the banana onto the bowl; remember, it may have been stored in the cabinet.",some_absent,"[{""asset"":""banana"",""status"":""present_at_target"",""target"":""cabinet""},{""asset"":""bowl"",""status"":""present_elsewhere"",""target"":""cabinet""}]","[""bowl""]","[""cabinet""]"
train,3740,sequential_pick_two_and_place,sequential_pick_two_and_place,Organise things by dropping the banana and pumpkin into the bowl.,some_absent,"[{""asset"":""banana"",""status"":""present_elsewhere"",""target"":""bowl""},{""asset"":""pumpkin"",""status"":""present_elsewhere"",""target"":""bowl""}]","[""banana"",""pumpkin""]","[""bowl""]"
train,3741,cut_fruit_on_board,cut_fruit_on_board,"Set the pear on the wooden cutting board, then apply the knife to slice it.",some_absent,"[{""asset"":""pear"",""status"":""present_elsewhere"",""target"":""wooden cutting board""}]","[""pear""]","[""knife"",""wooden cutting board""]"
train,3742,ensure_all_fruits_on_table,ensure_all_fruits_on_table,"Glance at the table to confirm both a apple and a tomato are present. If not, retrieve the missing fruit, ensuring to check all possible locations, including cabinet.",some_absent,"[{""asset"":""apple"",""status"":""present_elsewhere"",""target"":""table""},{""asset"":""tomato"",""status"":""present_elsewhere"",""target"":""table""}]","[""apple"",""tomato""]","[""cabinet""]"
train,3743,ensure_all_fruits_on_table,ensure_all_fruits_on_table,"Utilize your sensors to check the table. If either the pear or the tomato is missing, retrieve it from wherever it might be, including cabinet.",some_absent,"[{""asset"":""pear"",""status"":""present_elsewhere"",""target"":""table""},{""asset"":""tomato"",""status"":""present_elsewhere"",""target"":""table""}]","[""pear"",""tomato""]","[""cabinet""]"
train,3744,sequential_pick_two_and_place,sequential_pick_two_and_place,"Time to clear the counter: get apple and pear, put them in the plate.",some_absent,"[{""asset"":""apple"",""status"":""present_elsewhere"",""target"":""plate""},{""asset"":""pear"",""status"":""present_elsewhere"",""target"":""plate""}]","[""apple"",""pear""]","[""plate""]"
train,3745,clear_table_with_two_robots_and_put_in_cabinet,clear_table_with_two_robots_and_put_in_cabinet,"Gather the apple and the fork, and store them inside the cabinet to clear the space.",some_absent,"[{""asset"":""apple"",""status"":""present_elsewhere"",""target"":""cabinet""},{""asset"":""fork"",""status"":""present_elsewhere"",""target"":""cabinet""}]","[""apple"",""fork""]","[""cabinet""]"
train,3746,clear_table_with_two_robots_and_put_in_cabinet,clear_table_with_two_robots_and_put_in_cabinet,Transfer the apple along with the scissors into the cabinet for proper storage.,some_absent,"[{""asset"":""apple"",""status"":""present_elsewhere"",""target"":""cabinet""},{""asset"":""scissors"",""status"":""present_elsewhere"",""target"":""cabinet""}]","[""apple"",""scissors""]","[""cabinet""]"
train,3747,set_plate_and_fork_on_table,set_plate_and_fork_on_table,"Place the bowl onto the kitchen work area to create space for serving, then gather the apple from the cabinet and deposit it into the bowl.",some_absent,"[{""asset"":""bowl"",""status"":""present_elsewhere"",""target"":""kitchen work area""},{""asset"":""apple"",""status"":""present_elsewhere"",""target"":""bowl""}]","[""bowl"",""apple""]","[""cabinet""]"
