index,subgoal_position,predicted_subgoal,predicted_primitive_kind,matched_skill_name,injected_instance_ids,injected_unit_kinds,retrieval_hit,channel
630,3,position_both_dishes,,place_plate_on_kitchen_island,"[""1484:1""]","[""relocate""]",,ood
631,0,survey_table,state_change,survey_table,"[""1173:0"",""2647:0""]","[""fetch"",""state_change""]",True,ood
631,1,identify_missing_item,,fetch_missing_fruit,"[""1207:1"",""2444:1""]","[""fetch"",""open_container_then_retrieve"",""relocate""]",,ood
631,2,carry_missing_item_to_table,,move_to_table,"[""1210:1"",""2918:1""]","[""relocate""]",,ood
632,0,find_non_table_item,fetch,inspect_table,"[""1700:0"",""1958:0""]","[""fetch"",""state_change""]",True,ood
632,1,move_to_non_table_item,,move_to_table,"[""1210:1"",""2918:1""]","[""relocate""]",,ood
632,2,pick_non_table_item,fetch,move_to_table,"[""3979:1""]","[""relocate""]",False,ood
632,3,move_to_table,,move_to_table,[],[],,ood
632,4,place_non_table_item_on_table,relocate,place_on_table,"[""3156:2""]","[""multi_object_sequence"",""relocate""]",True,ood
633,0,survey_kitchen_work_area,state_change,navigate_to_kitchen_island,"[""1484:0""]","[""fetch"",""state_change""]",True,ood
633,1,identify_missing_item,,fetch_missing_fruit,"[""1207:1"",""2444:1""]","[""fetch"",""open_container_then_retrieve"",""relocate""]",,ood
633,2,carry_missing_item_to_table,,move_to_table,"[""1210:1"",""2918:1""]","[""relocate""]",,ood
634,0,look_for_bowl_0_on_table,,fetch_bowl,"[""4764:0"",""1488:0""]","[""fetch"",""state_change""]",,ood
634,1,look_for_plate_0_on_table,,place_on_plate,"[""5169:2""]","[""relocate""]",,ood
634,2,retrieve_missing_bowl_or_plate,fetch,fetch_bowl,"[""2686:0""]","[""fetch"",""state_change""]",True,ood
635,0,observe_kitchen_work_area,,navigate_to_kitchen_island,"[""1484:0""]","[""fetch"",""state_change""]",,ood
635,1,detect_bowl,,fetch_bowl,"[""1488:0"",""2686:0""]","[""fetch"",""state_change""]",,ood
635,2,detect_plate,,set_plate,"[""7118:0"",""911:0""]","[""fetch"",""state_change""]",,ood
635,3,choose_missing_item,,fetch_missing_fruit,"[""1207:1""]","[""fetch"",""open_container_then_retrieve"",""relocate""]",,ood
635,4,move_to_kitchen_work_area,,move_to_cabinet,[],[],,ood
635,5,pick_missing_item,fetch,fetch_missing_fruit,[],[],False,ood
636,0,scan_kitchen_work_area,,scan_table,"[""5235:0"",""1209:0""]","[""fetch"",""state_change""]",,ood
636,1,check_for_bowl_0,state_change,fetch_bowl,"[""4764:0"",""1488:0""]","[""fetch"",""state_change""]",True,ood
636,2,check_for_plate_0,state_change,place_plate,"[""3266:2"",""5679:2""]","[""relocate""]",False,ood
636,3,place_bowl_0_if_missing,relocate,place_bowl,[],[],False,ood
636,4,place_plate_0_if_missing,relocate,place_plate,[],[],False,ood
637,0,observe_kitchen_work_area,,navigate_to_kitchen_island,"[""1484:0""]","[""fetch"",""state_change""]",,ood
637,1,decide_missing_item,,fetch_missing_fruit,"[""1207:1"",""2444:1""]","[""fetch"",""open_container_then_retrieve"",""relocate""]",,ood
637,2,fetch_missing_item,fetch,fetch_missing_fruit,[],[],False,ood
638,0,find_non_table_item,fetch,inspect_table,"[""1700:0"",""1958:0""]","[""fetch"",""state_change""]",True,ood
638,1,move_to_non_table_item,,move_to_table,"[""1210:1"",""2918:1""]","[""relocate""]",,ood
638,2,pick_non_table_item,fetch,move_to_table,"[""3979:1""]","[""relocate""]",False,ood
638,3,move_to_table,,move_to_table,[],[],,ood
638,4,place_non_table_item_on_table,relocate,place_on_table,"[""3156:2""]","[""multi_object_sequence"",""relocate""]",True,ood
639,0,look_for_bowl_0_on_table,,fetch_bowl,"[""4764:0"",""1488:0""]","[""fetch"",""state_change""]",,ood
639,1,look_for_plate_0_on_table,,place_on_plate,"[""5169:2""]","[""relocate""]",,ood
639,2,retrieve_bowl_0_if_missing,fetch,fetch_bowl,"[""2686:0""]","[""fetch"",""state_change""]",True,ood
639,3,retrieve_plate_0_if_missing,fetch,set_plate,"[""5528:0"",""2966:0""]","[""fetch"",""state_change""]",True,ood
639,4,place_bowl_0_on_table_if_missing,relocate,place_bowl,[],[],False,ood
639,5,place_plate_0_on_table_if_missing,relocate,place_on_plate,[],[],False,ood
640,0,check_table_for_bowl_and_plate,state_change,check_table,"[""1502:0"",""1663:0""]","[""fetch"",""state_change""]",True,ood
640,1,if_bowl_missing_get_bowl,fetch,fetch_bowl,"[""1488:0"",""2686:0""]","[""fetch"",""state_change""]",True,ood
640,2,if_plate_missing_get_plate,fetch,set_plate,"[""5528:0"",""2966:0""]","[""fetch"",""state_change""]",True,ood
640,3,place_missing_dish_on_table,relocate,place_plate_on_kitchen_island,[],[],False,ood
641,0,observe_table,,inspect_table,"[""1700:0"",""1958:0""]","[""fetch"",""state_change""]",,ood
641,1,observe_kitchen_work_area,,navigate_to_kitchen_island,"[""1484:0""]","[""fetch"",""state_change""]",,ood
641,2,pick_bowl_0,fetch,fetch_bowl,"[""1488:0"",""2686:0""]","[""fetch"",""state_change""]",True,ood
641,3,pick_plate_0,fetch,place_plate,"[""3266:2""]","[""relocate""]",False,ood
642,0,look_for_bowl_0_on_table,,fetch_bowl,"[""4764:0"",""1488:0""]","[""fetch"",""state_change""]",,ood
642,1,look_for_plate_0_on_table,,place_on_plate,"[""5169:2""]","[""relocate""]",,ood
642,2,retrieve_bowl_0_if_missing,fetch,fetch_bowl,"[""2686:0""]","[""fetch"",""state_change""]",True,ood
642,3,retrieve_plate_0_if_missing,fetch,set_plate,"[""5528:0"",""2966:0""]","[""fetch"",""state_change""]",True,ood
643,0,observe_kitchen_work_area,,navigate_to_kitchen_island,"[""1484:0""]","[""fetch"",""state_change""]",,ood
643,1,decide_missing_item,,fetch_missing_fruit,"[""1207:1"",""2444:1""]","[""fetch"",""open_container_then_retrieve"",""relocate""]",,ood
643,2,fetch_missing_item,fetch,fetch_missing_fruit,[],[],False,ood
644,0,check_table_for_bowl_0,state_change,check_table,"[""1039:0"",""1737:0""]","[""fetch"",""state_change""]",True,ood
644,1,check_table_for_plate_0,state_change,check_table,"[""2239:0"",""6057:0""]","[""fetch"",""state_change""]",True,ood
644,2,deliver_bowl_0_if_missing,relocate,fetch_bowl,"[""1488:0"",""2686:0""]","[""fetch"",""state_change""]",False,ood
644,3,deliver_plate_0_if_missing,relocate,place_plate,[],[],False,ood
645,0,survey_kitchen_work_area,state_change,navigate_to_kitchen_island,"[""1484:0""]","[""fetch"",""state_change""]",True,ood
645,1,identify_missing_item,,fetch_missing_fruit,"[""1207:1"",""2444:1""]","[""fetch"",""open_container_then_retrieve"",""relocate""]",,ood
645,2,carry_missing_item_to_table,,move_to_table,"[""1210:1"",""2918:1""]","[""relocate""]",,ood
646,0,glance_at_table,,inspect_table,"[""1633:0"",""2098:0""]","[""fetch"",""state_change""]",,ood
646,1,confirm_one_bowl_and_one_plate,,place_bowl,"[""1488:2"",""2686:2""]","[""fetch"",""multi_object_sequence"",""open_container_then_retrieve"",""relocate""]",,ood
646,2,fetch_absent_dish,fetch,fetch_bowl,"[""1488:0"",""2686:0""]","[""fetch"",""state_change""]",True,ood
647,0,examine_table,,inspect_table,"[""1700:0"",""1958:0""]","[""fetch"",""state_change""]",,ood
647,1,find_single_dish,fetch,fetch_bowl,"[""4764:0"",""1488:0""]","[""fetch"",""state_change""]",True,ood
647,2,supply_missing_dish,,fetch_bowl,"[""2686:0""]","[""fetch"",""state_change""]",,ood
647,3,position_both_dishes,,place_plate_on_kitchen_island,"[""1484:1""]","[""relocate""]",,ood
648,0,inspect_table,state_change,inspect_table,"[""1700:0"",""1958:0""]","[""fetch"",""state_change""]",True,ood
648,1,fetch_bowl_0,fetch,fetch_bowl,"[""4764:0"",""1488:0""]","[""fetch"",""state_change""]",True,ood
648,2,place_bowl_0_on_table,relocate,place_bowl,"[""4764:1"",""1488:2""]","[""fetch"",""multi_object_sequence"",""open_container_then_retrieve"",""relocate""]",True,ood
648,3,fetch_plate_0,fetch,place_plate,[],[],False,ood
648,4,place_plate_0_on_table,relocate,place_on_plate,[],[],False,ood
649,0,examine_table,,inspect_table,"[""1700:0"",""1958:0""]","[""fetch"",""state_change""]",,ood
649,1,find_single_dish,fetch,fetch_bowl,"[""4764:0"",""1488:0""]","[""fetch"",""state_change""]",True,ood
649,2,supply_missing_dish,,fetch_bowl,"[""2686:0""]","[""fetch"",""state_change""]",,ood
649,3,position_both_dishes,,place_plate_on_kitchen_island,"[""1484:1""]","[""relocate""]",,ood
650,0,scan_table,,scan_table,"[""5235:0"",""1209:0""]","[""fetch"",""state_change""]",,ood
650,1,check_bowl_presence,state_change,place_bowl,"[""3697:1"",""6464:1""]","[""multi_object_sequence"",""relocate""]",False,ood
650,2,check_plate_presence,state_change,place_plate,"[""3266:2"",""5679:2""]","[""relocate""]",False,ood
650,3,place_bowl_if_needed,relocate,place_bowl,[],[],False,ood
650,4,place_plate_if_needed,relocate,place_plate,[],[],False,ood
651,0,examine_kitchen_work_area,,navigate_to_kitchen_island,"[""1484:0""]","[""fetch"",""state_change""]",,ood
651,1,find_single_dish,fetch,fetch_bowl,"[""4764:0"",""1488:0""]","[""fetch"",""state_change""]",True,ood
651,2,supply_missing_dish,,fetch_bowl,"[""2686:0""]","[""fetch"",""state_change""]",,ood
652,0,observe_kitchen_work_area,,navigate_to_kitchen_island,"[""1484:0""]","[""fetch"",""state_change""]",,ood
652,1,decide_missing_item,,fetch_missing_fruit,"[""1207:1"",""2444:1""]","[""fetch"",""open_container_then_retrieve"",""relocate""]",,ood
652,2,fetch_missing_item,fetch,fetch_missing_fruit,[],[],False,ood
653,0,find_non_table_item,fetch,inspect_table,"[""1700:0"",""1958:0""]","[""fetch"",""state_change""]",True,ood
653,1,move_to_non_table_item,,move_to_table,"[""1210:1"",""2918:1""]","[""relocate""]",,ood
653,2,pick_non_table_item,fetch,move_to_table,"[""3979:1""]","[""relocate""]",False,ood
653,3,move_to_table,,move_to_table,[],[],,ood
653,4,place_non_table_item_on_table,relocate,place_on_table,"[""3156:2""]","[""multi_object_sequence"",""relocate""]",True,ood
654,0,check_table_for_bowl_and_plate,state_change,check_table,"[""1502:0"",""1663:0""]","[""fetch"",""state_change""]",True,ood
654,1,if_bowl_missing_get_bowl,fetch,fetch_bowl,"[""1488:0"",""2686:0""]","[""fetch"",""state_change""]",True,ood
654,2,if_plate_missing_get_plate,fetch,set_plate,"[""5528:0"",""2966:0""]","[""fetch"",""state_change""]",True,ood
654,3,place_missing_dish_on_table,relocate,place_plate_on_kitchen_island,[],[],False,ood
655,0,inspect_table,state_change,inspect_table,"[""1700:0"",""1958:0""]","[""fetch"",""state_change""]",True,ood
655,1,fetch_bowl_0,fetch,fetch_bowl,"[""4764:0"",""1488:0""]","[""fetch"",""state_change""]",True,ood
655,2,place_bowl_0_on_table,relocate,place_bowl,"[""4764:1"",""1488:2""]","[""fetch"",""multi_object_sequence"",""open_container_then_retrieve"",""relocate""]",True,ood
655,3,fetch_plate_0,fetch,place_plate,[],[],False,ood
655,4,place_plate_0_on_table,relocate,place_on_plate,[],[],False,ood
656,0,survey_table,state_change,survey_table,"[""1173:0"",""2647:0""]","[""fetch"",""state_change""]",True,ood
656,1,identify_missing_item,,fetch_missing_fruit,"[""1207:1"",""2444:1""]","[""fetch"",""open_container_then_retrieve"",""relocate""]",,ood
656,2,carry_missing_item_to_table,,move_to_table,"[""1210:1"",""2918:1""]","[""relocate""]",,ood
657,0,scan_table,,scan_table,"[""5235:0"",""1209:0""]","[""fetch"",""state_change""]",,ood
657,1,check_bowl_presence,state_change,place_bowl,"[""3697:1"",""6464:1""]","[""multi_object_sequence"",""relocate""]",False,ood
657,2,check_plate_presence,state_change,place_plate,"[""3266:2"",""5679:2""]","[""relocate""]",False,ood
657,3,place_bowl_if_needed,relocate,place_bowl,[],[],False,ood
657,4,place_plate_if_needed,relocate,place_plate,[],[],False,ood
658,0,check_kitchen_work_area_for_dishes,state_change,place_plate_on_kitchen_island,"[""2240:0"",""1484:1""]","[""fetch"",""relocate"",""state_change""]",True,ood
658,1,check_if_bowl_is_missing,state_change,fetch_bowl,"[""1488:0"",""2686:0""]","[""fetch"",""state_change""]",True,ood
658,2,check_if_plate_is_missing,state_change,set_plate,"[""5528:0"",""2966:0""]","[""fetch"",""state_change""]",True,ood
658,3,get_bowl_from_kitchen_work_area,fetch,place_bowl,[],[],False,ood
658,4,get_plate_from_kitchen_work_area,fetch,place_plate_on_kitchen_island,[],[],False,ood
658,5,place_bowl_on_table,relocate,place_on_table,[],[],False,ood
658,6,place_plate_on_table,relocate,place_on_plate,[],[],False,ood
659,0,look_at_table,,inspect_table,"[""1700:0"",""1958:0""]","[""fetch"",""state_change""]",,ood
659,1,verify_bowl_0_on_table,,check_table,"[""1039:0"",""1737:0""]","[""fetch"",""state_change""]",,ood
659,2,verify_plate_0_on_table,,check_table,"[""2239:0"",""6057:0""]","[""fetch"",""state_change""]",,ood
659,3,go_to_kitchen_work_area,,navigate_to_kitchen_island,[],[],,ood
659,4,retrieve_plate_0,fetch,set_plate,[],[],False,ood
659,5,place_plate_0_on_table,relocate,place_on_plate,[],[],False,ood
660,0,inspect_table,state_change,inspect_table,"[""1700:0"",""1958:0""]","[""fetch"",""state_change""]",True,ood
660,1,fetch_hidden_dish,fetch,fetch_bowl,"[""4764:0"",""1488:0""]","[""fetch"",""state_change""]",True,ood
660,2,place_dish_on_table,relocate,place_on_table,"[""3156:2"",""3173:2""]","[""multi_object_sequence"",""relocate""]",True,ood
661,0,check_table_for_bowl_0,state_change,check_table,"[""1039:0"",""1737:0""]","[""fetch"",""state_change""]",True,ood
661,1,check_table_for_plate_0,state_change,check_table,"[""2239:0"",""6057:0""]","[""fetch"",""state_change""]",True,ood
661,2,deliver_bowl_0_if_missing,relocate,fetch_bowl,"[""1488:0"",""2686:0""]","[""fetch"",""state_change""]",False,ood
661,3,deliver_plate_0_if_missing,relocate,place_plate,[],[],False,ood
662,0,check_table_for_bowl_and_plate,state_change,check_table,"[""1502:0"",""1663:0""]","[""fetch"",""state_change""]",True,ood
662,1,if_bowl_missing_get_bowl,fetch,fetch_bowl,"[""1488:0"",""2686:0""]","[""fetch"",""state_change""]",True,ood
662,2,if_plate_missing_get_plate,fetch,set_plate,"[""5528:0"",""2966:0""]","[""fetch"",""state_change""]",True,ood
662,3,place_missing_dish_on_table,relocate,place_plate_on_kitchen_island,[],[],False,ood
663,0,observe_kitchen_work_area,,navigate_to_kitchen_island,"[""1484:0""]","[""fetch"",""state_change""]",,ood
663,1,decide_missing_item,,fetch_missing_fruit,"[""1207:1"",""2444:1""]","[""fetch"",""open_container_then_retrieve"",""relocate""]",,ood
663,2,fetch_missing_item,fetch,fetch_missing_fruit,[],[],False,ood
664,0,look_at_table,,inspect_table,"[""1700:0"",""1958:0""]","[""fetch"",""state_change""]",,ood
664,1,verify_bowl_on_table,,check_table,"[""1039:0"",""1737:0""]","[""fetch"",""state_change""]",,ood
664,2,verify_plate_on_table,,check_table,"[""2239:0"",""6057:0""]","[""fetch"",""state_change""]",,ood
664,3,go_to_kitchen_work_area,,navigate_to_kitchen_island,[],[],,ood
664,4,retrieve_missing_plate,fetch,set_plate,[],[],False,ood
664,5,place_plate_on_table,relocate,place_on_plate,[],[],False,ood
665,0,look_over_table,,inspect_table,"[""1700:0"",""1958:0""]","[""fetch"",""state_change""]",,ood
665,1,check_bowl_0_location,state_change,place_bowl,"[""1488:2"",""2686:2""]","[""fetch"",""multi_object_sequence"",""open_container_then_retrieve"",""relocate""]",False,ood
665,2,check_plate_0_location,state_change,place_plate,"[""1379:0"",""4075:0""]","[""fetch"",""state_change""]",True,ood
665,3,get_missing_item,fetch,fetch_missing_fruit,[],[],False,ood
665,4,place_item_on_table,relocate,place_on_table,[],[],False,ood
666,0,glance_at_table,,inspect_table,"[""1633:0"",""2098:0""]","[""fetch"",""state_change""]",,ood
666,1,confirm_bowl_and_plate,,place_bowl,"[""1488:2"",""2686:2""]","[""fetch"",""multi_object_sequence"",""open_container_then_retrieve"",""relocate""]",,ood
666,2,fetch_absent_dish,fetch,fetch_bowl,"[""1488:0"",""2686:0""]","[""fetch"",""state_change""]",True,ood
667,0,look_over_table,,inspect_table,"[""1700:0"",""1958:0""]","[""fetch"",""state_change""]",,ood
667,1,check_bowl_0_location,state_change,place_bowl,"[""1488:2"",""2686:2""]","[""fetch"",""multi_object_sequence"",""open_container_then_retrieve"",""relocate""]",False,ood
667,2,check_plate_0_location,state_change,place_plate,"[""1379:0"",""4075:0""]","[""fetch"",""state_change""]",True,ood
667,3,get_missing_item,fetch,fetch_missing_fruit,[],[],False,ood
667,4,place_item_on_table,relocate,place_on_table,[],[],False,ood
668,0,examine_table,,inspect_table,"[""1700:0"",""1958:0""]","[""fetch"",""state_change""]",,ood
668,1,find_single_dish,fetch,fetch_bowl,"[""4764:0"",""1488:0""]","[""fetch"",""state_change""]",True,ood
668,2,supply_other_dish,,place_on_plate,"[""5169:2""]","[""relocate""]",,ood
668,3,position_both_dishes,,place_plate_on_kitchen_island,"[""1484:1""]","[""relocate""]",,ood
669,0,look_for_bowl_0_on_table,,fetch_bowl,"[""4764:0"",""1488:0""]","[""fetch"",""state_change""]",,ood
669,1,look_for_plate_0_on_table,,place_on_plate,"[""5169:2""]","[""relocate""]",,ood
669,2,retrieve_bowl_0_if_missing,fetch,fetch_bowl,"[""2686:0""]","[""fetch"",""state_change""]",True,ood
669,3,retrieve_plate_0_if_missing,fetch,set_plate,"[""5528:0"",""2966:0""]","[""fetch"",""state_change""]",True,ood
670,0,examine_table,,inspect_table,"[""1700:0"",""1958:0""]","[""fetch"",""state_change""]",,ood
670,1,find_single_dish,fetch,fetch_bowl,"[""4764:0"",""1488:0""]","[""fetch"",""state_change""]",True,ood
670,2,supply_other_dish,,place_on_plate,"[""5169:2""]","[""relocate""]",,ood
670,3,position_both_dishes,,place_plate_on_kitchen_island,"[""1484:1""]","[""relocate""]",,ood
671,0,examine_table,,inspect_table,"[""1700:0"",""1958:0""]","[""fetch"",""state_change""]",,ood
671,1,find_single_dish,fetch,fetch_bowl,"[""4764:0"",""1488:0""]","[""fetch"",""state_change""]",True,ood
671,2,supply_other_dish,,place_on_plate,"[""5169:2""]","[""relocate""]",,ood
671,3,position_both_dishes,,place_plate_on_kitchen_island,"[""1484:1""]","[""relocate""]",,ood
672,0,check_kitchen_work_area_for_dishes,state_change,place_plate_on_kitchen_island,"[""2240:0"",""1484:1""]","[""fetch"",""relocate"",""state_change""]",True,ood
672,1,check_if_bowl_is_missing,state_change,fetch_bowl,"[""1488:0"",""2686:0""]","[""fetch"",""state_change""]",True,ood
672,2,check_if_plate_is_missing,state_change,set_plate,"[""5528:0"",""2966:0""]","[""fetch"",""state_change""]",True,ood
672,3,get_bowl_from_kitchen_work_area,fetch,place_bowl,[],[],False,ood
672,4,get_plate_from_kitchen_work_area,fetch,place_plate_on_kitchen_island,[],[],False,ood
672,5,place_bowl_on_table,relocate,place_on_table,[],[],False,ood
672,6,place_plate_on_table,relocate,place_on_plate,[],[],False,ood
673,0,inspect_table,state_change,inspect_table,"[""1700:0"",""1958:0""]","[""fetch"",""state_change""]",True,ood
673,1,fetch_hidden_dish,fetch,fetch_bowl,"[""4764:0"",""1488:0""]","[""fetch"",""state_change""]",True,ood
673,2,place_dish_on_table,relocate,place_on_table,"[""3156:2"",""3173:2""]","[""multi_object_sequence"",""relocate""]",True,ood
674,0,examine_table,,inspect_table,"[""1700:0"",""1958:0""]","[""fetch"",""state_change""]",,ood
674,1,find_single_dish,fetch,fetch_bowl,"[""4764:0"",""1488:0""]","[""fetch"",""state_change""]",True,ood
674,2,supply_missing_dish,,fetch_bowl,"[""2686:0""]","[""fetch"",""state_change""]",,ood
674,3,position_both_dishes,,place_plate_on_kitchen_island,"[""1484:1""]","[""relocate""]",,ood
675,0,inspect_table,state_change,inspect_table,"[""1700:0"",""1958:0""]","[""fetch"",""state_change""]",True,ood
675,1,fetch_hidden_dish,fetch,fetch_bowl,"[""4764:0"",""1488:0""]","[""fetch"",""state_change""]",True,ood
675,2,place_dish_on_table,relocate,place_on_table,"[""3156:2"",""3173:2""]","[""multi_object_sequence"",""relocate""]",True,ood
676,0,observe_kitchen_work_area,,navigate_to_kitchen_island,"[""1484:0""]","[""fetch"",""state_change""]",,ood
676,1,detect_bowl,,fetch_bowl,"[""1488:0"",""2686:0""]","[""fetch"",""state_change""]",,ood
676,2,detect_plate,,set_plate,"[""7118:0"",""911:0""]","[""fetch"",""state_change""]",,ood
676,3,choose_missing_item,,fetch_missing_fruit,"[""1207:1""]","[""fetch"",""open_container_then_retrieve"",""relocate""]",,ood
676,4,move_to_kitchen_work_area,,move_to_cabinet,[],[],,ood
676,5,pick_missing_item,fetch,fetch_missing_fruit,[],[],False,ood
677,0,survey_table,state_change,survey_table,"[""1173:0"",""2647:0""]","[""fetch"",""state_change""]",True,ood
677,1,identify_missing_item,,fetch_missing_fruit,"[""1207:1"",""2444:1""]","[""fetch"",""open_container_then_retrieve"",""relocate""]",,ood
677,2,carry_missing_item_to_table,,move_to_table,"[""1210:1"",""2918:1""]","[""relocate""]",,ood
678,0,examine_table,,inspect_table,"[""1700:0"",""1958:0""]","[""fetch"",""state_change""]",,ood
678,1,find_single_dish,fetch,fetch_bowl,"[""4764:0"",""1488:0""]","[""fetch"",""state_change""]",True,ood
678,2,supply_other_dish,,place_on_plate,"[""5169:2""]","[""relocate""]",,ood
678,3,position_both_dishes,,place_plate_on_kitchen_island,"[""1484:1""]","[""relocate""]",,ood
679,0,find_non_resting_bowl_or_plate,fetch,place_bowl,"[""4764:1"",""1488:2""]","[""fetch"",""multi_object_sequence"",""open_container_then_retrieve"",""relocate""]",True,ood
679,1,move_to_non_resting_bowl_or_plate,,place_on_plate,"[""5169:2""]","[""relocate""]",,ood
679,2,pick_non_resting_bowl_or_plate,fetch,place_on_plate,[],[],False,ood
679,3,move_to_kitchen_work_area,,move_to_cabinet,"[""3800:0"",""2775:1""]","[""fetch"",""state_change""]",,ood
679,4,place_non_resting_bowl_or_plate,relocate,place_on_plate,[],[],False,ood
680,0,look_for_bowl_0_on_table,,fetch_bowl,"[""4764:0"",""1488:0""]","[""fetch"",""state_change""]",,ood
680,1,look_for_plate_0_on_table,,place_on_plate,"[""5169:2""]","[""relocate""]",,ood
680,2,retrieve_bowl_0_if_missing,fetch,fetch_bowl,"[""2686:0""]","[""fetch"",""state_change""]",True,ood
680,3,retrieve_plate_0_if_missing,fetch,set_plate,"[""5528:0"",""2966:0""]","[""fetch"",""state_change""]",True,ood
680,4,place_bowl_0_on_table_if_missing,relocate,place_bowl,[],[],False,ood
680,5,place_plate_0_on_table_if_missing,relocate,place_on_plate,[],[],False,ood
681,0,look_for_bowl_0_on_table,,fetch_bowl,"[""4764:0"",""1488:0""]","[""fetch"",""state_change""]",,ood
681,1,look_for_plate_0_on_table,,place_on_plate,"[""5169:2""]","[""relocate""]",,ood
681,2,retrieve_bowl_0_if_missing,fetch,fetch_bowl,"[""2686:0""]","[""fetch"",""state_change""]",True,ood
681,3,retrieve_plate_0_if_missing,fetch,set_plate,"[""5528:0"",""2966:0""]","[""fetch"",""state_change""]",True,ood
681,4,place_bowl_0_on_table_if_missing,relocate,place_bowl,[],[],False,ood
681,5,place_plate_0_on_table_if_missing,relocate,place_on_plate,[],[],False,ood
682,0,examine_table,,inspect_table,"[""1700:0"",""1958:0""]","[""fetch"",""state_change""]",,ood
682,1,find_single_dish,fetch,fetch_bowl,"[""4764:0"",""1488:0""]","[""fetch"",""state_change""]",True,ood
682,2,supply_other_dish,,place_on_plate,"[""5169:2""]","[""relocate""]",,ood
682,3,position_both_dishes,,place_plate_on_kitchen_island,"[""1484:1""]","[""relocate""]",,ood
683,0,glance_at_table,,inspect_table,"[""1633:0"",""2098:0""]","[""fetch"",""state_change""]",,ood
683,1,confirm_one_bowl_and_one_plate,,place_bowl,"[""2501:1"",""1488:2""]","[""fetch"",""multi_object_sequence"",""open_container_then_retrieve"",""relocate""]",,ood
683,2,fetch_absent_dish,fetch,fetch_bowl,"[""1488:0"",""2686:0""]","[""fetch"",""state_change""]",True,ood
684,0,inspect_table,state_change,inspect_table,"[""1700:0"",""1958:0""]","[""fetch"",""state_change""]",True,ood
684,1,fetch_bowl_0,fetch,fetch_bowl,"[""4764:0"",""1488:0""]","[""fetch"",""state_change""]",True,ood
684,2,place_bowl_0_on_table,relocate,place_bowl,"[""4764:1"",""1488:2""]","[""fetch"",""multi_object_sequence"",""open_container_then_retrieve"",""relocate""]",True,ood
684,3,fetch_plate_0,fetch,place_plate,[],[],False,ood
684,4,place_plate_0_on_table,relocate,place_on_plate,[],[],False,ood
685,0,glance_at_table,,inspect_table,"[""1633:0"",""2098:0""]","[""fetch"",""state_change""]",,ood
685,1,confirm_one_bowl_and_one_plate,,place_bowl,"[""1488:2"",""2686:2""]","[""fetch"",""multi_object_sequence"",""open_container_then_retrieve"",""relocate""]",,ood
685,2,fetch_absent_dish,fetch,fetch_bowl,"[""1488:0"",""2686:0""]","[""fetch"",""state_change""]",True,ood
686,0,survey_kitchen_work_area,state_change,navigate_to_kitchen_island,"[""1484:0""]","[""fetch"",""state_change""]",True,ood
686,1,identify_missing_item,,fetch_missing_fruit,"[""1207:1"",""2444:1""]","[""fetch"",""open_container_then_retrieve"",""relocate""]",,ood
686,2,carry_missing_item_to_table,,move_to_table,"[""1210:1"",""2918:1""]","[""relocate""]",,ood
687,0,glance_at_table,,inspect_table,"[""1633:0"",""2098:0""]","[""fetch"",""state_change""]",,ood
687,1,confirm_one_bowl_and_one_plate,,place_bowl,"[""2501:1"",""1488:2""]","[""fetch"",""multi_object_sequence"",""open_container_then_retrieve"",""relocate""]",,ood
687,2,fetch_absent_dish,fetch,fetch_bowl,"[""1488:0"",""2686:0""]","[""fetch"",""state_change""]",True,ood
688,0,look_for_bowl_0_on_table,,fetch_bowl,"[""4764:0"",""1488:0""]","[""fetch"",""state_change""]",,ood
688,1,look_for_plate_0_on_table,,place_on_plate,"[""5169:2""]","[""relocate""]",,ood
688,2,retrieve_bowl_0_if_missing,fetch,fetch_bowl,"[""2686:0""]","[""fetch"",""state_change""]",True,ood
688,3,retrieve_plate_0_if_missing,fetch,set_plate,"[""5528:0"",""2966:0""]","[""fetch"",""state_change""]",True,ood
689,0,examine_kitchen_work_area,,navigate_to_kitchen_island,"[""1484:0""]","[""fetch"",""state_change""]",,ood
689,1,find_single_dish,fetch,fetch_bowl,"[""4764:0"",""1488:0""]","[""fetch"",""state_change""]",True,ood
689,2,supply_missing_dish,,fetch_bowl,"[""2686:0""]","[""fetch"",""state_change""]",,ood
690,0,check_kitchen_work_area_for_bowl_and_plate,state_change,place_plate_on_kitchen_island,"[""2240:0"",""1484:1""]","[""fetch"",""relocate"",""state_change""]",True,ood
690,1,if_bowl_missing_get_bowl,fetch,fetch_bowl,"[""1488:0"",""2686:0""]","[""fetch"",""state_change""]",True,ood
690,2,if_plate_missing_get_plate,fetch,set_plate,"[""5528:0"",""2966:0""]","[""fetch"",""state_change""]",True,ood
690,3,place_missing_dish_on_table,relocate,place_plate_on_kitchen_island,[],[],False,ood
691,0,find_non_table_item,fetch,inspect_table,"[""1700:0"",""1958:0""]","[""fetch"",""state_change""]",True,ood
691,1,move_to_non_table_item,,move_to_table,"[""1210:1"",""2918:1""]","[""relocate""]",,ood
691,2,pick_non_table_item,fetch,move_to_table,"[""3979:1""]","[""relocate""]",False,ood
691,3,move_to_table,,move_to_table,[],[],,ood
691,4,place_non_table_item_on_table,relocate,place_on_table,"[""3156:2""]","[""multi_object_sequence"",""relocate""]",True,ood
